PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO285435,DEPARTMENT OF TRANSPORTATION,"UNIFORMS, BLENDED FABRIC 85",$5233.00,01/02/2009,MORGANS INC,900 RHODE ISLAND AVENUE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO285675,DEPARTMENT OF PUBLIC WORKS,SOLID OR LIQUID WASTE DISPOSAL (INCLUDING MANAGEMENT SERVICES) (SEE 962-45 FOR HAZARDOUS WASTE DISPOSAL) 71,$400000.00,01/06/2009,CARE ENVIRONMENTAL CORP,10 ORBEN DRIVE  ; LANDING  ; NJ  ; 07850,LANDING  ,NJ
PO285674,DEPARTMENT OF MOTOR VEHICLES,"CONSTRUCTION, POWER LINE (INCLUDES INSTALLATION, MAINTENANCE, AND REPAIR) 41",$33501.00,01/06/2009,POTOMAC ELECTRIC POWER COMPANY,701 NINTH ST NW  ; WASHINGTON  ; DC  ; 20068,WASHINGTON  ,DC
PO285691,DEPARTMENT OF PARKS AND RECREATION,BEDDING PLANTS AND CUTTINGS 10,$25000.00,01/06/2009,DENISON LANDSCAPING,8911 OXON HILL ROAD  ; FT. WASHINGTON  ; MD  ; 20744,FT. WASHINGTON  ,MD
PO277297,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$28351.00,01/06/2009,JOY OF MOTION DANCE CENTER,2201 WISCONSIN AVE NW                              SUITE C-130  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO285466,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$6510.00,01/06/2009,CAREER TECHNICAL INSTITUTE INC,2131 K  ST NW                                      7TH FLOOR  ; WASHINGTON  ; DC  ; 20037,WASHINGTON  ,DC
PO285661,FIRE AND EMERGENCY MEDICAL SERVICES,EDUCATION AND TRAINING CONSULTING 38,$9400.00,01/06/2009,INTL PUBLIC SAFETY LEADERSHIP,508 PUENTA DEL REY STREET  ; LAS VEGAS  ; NV  ; 89138,LAS VEGAS  ,NV
PO285628,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES 00",$19511.40,01/06/2009,DISTRICT SUPPLY,"7705 GEORGIA AVENUE, NW                            SUITE 103  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO285627,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES 00",$15660.75,01/06/2009,DISTRICT SUPPLY,"7705 GEORGIA AVENUE, NW                            SUITE 103  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO285668,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$125000.00,01/06/2009,VISITORS' SERVICES CENTER,"1422 MASS AVENUE, SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO285636,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTERS, INKJET 76",$7767.68,01/06/2009,FAITH MANAGEMENT CONSULTING,"3417 MINNESOTA AVE, SE  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO285632,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$129833.51,01/06/2009,BEACON HOUSE COMM. MINISTRY,"601 EDGEWOOD STREET, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO285677,DEPARTMENT OF TRANSPORTATION,COMMUNICATIONS CABLE 29,$95795.00,01/06/2009,M C DEAN INC,22461 SHAW ROAD   ; DULLES  ; VA  ; 20166-,DULLES  ,VA
PO285685,OFFICE OF THE CHIEF FINANCIAL OFFICER,EDUCATION AND TRAINING CONSULTING 38,$5973.82,01/06/2009,"THOMSON  & REGULATORY, INC",7322 NEWMAN BOULEVARD   ; DEXTER   ; MI  ; 48130-,DEXTER   ,MI
PO285630,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES 00",$7755.25,01/06/2009,FERNO WASHINGTON INC,70 WEIL WAY  ; WILMINGTON  ; OH  ; 45177,WILMINGTON  ,OH
PO285678,DEPARTMENT OF PUBLIC WORKS,BODY AND FRAME WORK (INCLUDING UNDERCOATING) 19,$20000.00,01/06/2009,MARKET AUTO (SABA CORPORATION),1232 4TH STREET N.E.   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO275674-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$60000.00,01/06/2009,"K. NEAL INTERNATIONAL TRUCK, I",5000 TUXEDO ROAD  ; TUXEDO  ; MD  ; 20781,TUXEDO  ,MD
PO285663,HOMELAND SECURITY GRANTS,ANALYTICAL STUDIES AND SURVEYS (CONSULTING) 12,$220126.88,01/06/2009,"CIPHER COMMUNICATIONS, INC","1101 PENNSYLVANIA AVENE, NW                        6TH FLOOR  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO285667,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$165000.00,01/06/2009,DC COURTS,515 5TH STREET N.W.                                118D  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO285671,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"CONSTRUCTION SERVICES, GENERAL 00",$50000.00,01/06/2009,"LEONE TECH, LLC","700 12TH STREET, N.W., STE 700  ; WASHINGTON  ; DC  ; 20005-0005",WASHINGTON  ,DC
PO285670,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"CONSTRUCTION SERVICES, GENERAL 00",$7384.00,01/06/2009,"LEONE TECH, LLC","700 12TH STREET, N.W., STE 700  ; WASHINGTON  ; DC  ; 20005-0005",WASHINGTON  ,DC
PO285651,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"CONSTRUCTION SERVICES, GENERAL 00",$5982.90,01/06/2009,"LEONE TECH, LLC","700 12TH STREET, N.W., STE 700  ; WASHINGTON  ; DC  ; 20005-0005",WASHINGTON  ,DC
PO276253,DEPARTMENT OF HEALTH,HUMAN SERVICES 00,$225000.00,01/06/2009,ANDROMEDA TRANSCULTURAL,"1400 DECATUR STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO285695,DEPARTMENT OF REAL ESTATE SERVICES,"REGULATORS, FLOW, PRESSURE 64",$9500.00,01/06/2009,"POWER & COMBUSTION, INC.",7909 PHILADELPHIA RD.  ; BALTIMORE  ; MD  ; 21237,BALTIMORE  ,MD
PO285654,DISTRICT OF COLUMBIA RETIREMENT BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4000.00,01/06/2009,CENTRAL SAFE & LOCK,1104 9TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO285692,OFFICE OF THE ATTORNEY GENERAL,PAPER (FOR OFFICE AND PRINT SHOP USE) 00,$47541.00,01/06/2009,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO285681,DEPARTMENT OF CORRECTIONS,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$12028.64,01/06/2009,MDM OFFICE SYSTEMS DBA,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO285659,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$240000.00,01/06/2009,PROFESSIONAL MGMT CONSULTING,"700 12TH ST., NW                                   SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO285626,FIRE AND EMERGENCY MEDICAL SERVICES,DESK TOP PUBLISHING SERVICES 30,$4965.00,01/06/2009,BRENTWORKS,7826 EASTERN AVE. NW                               SUITE 400  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO285653,DEPARTMENT OF MENTAL HEALTH,"ENGINEERING SUPPLIES, MISCELLANEOUS 42",$8000.00,01/06/2009,GALLIHER & HUGUELY ASSO. INC,"5925 BLAIR ROAD, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO285662,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL SERVICES 00,$762800.00,01/06/2009,WIRELESS GENERATION INC,55 WASHINGTON STREET SUITE 900  ; BROOKLYN  ; NY  ; 11201-,BROOKLYN  ,NY
PO285635,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL SERVICES 00,$8332.21,01/06/2009,PROJECTION VIDEO SERV. INC.,5803 ROLLING ROAD SUITE 207  ; SPRINGFIELD  ; VA  ; 22152,SPRINGFIELD  ,VA
PO285682,DEPARTMENT OF HEALTH,"OFFICE SUPPLIES, GENERAL 00",$20000.00,01/06/2009,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO285696,METROPOLITAN POLICE DEPARTMENT,PHOTOGRAPHIC EQUIPMENT 76,$49000.00,01/06/2009,"PENN CAMERA EXCHANGE, INC",7040 VIRGINIA MANOR ROAD   ; BELTSVILLE  ; MD  ; 20705-,BELTSVILLE  ,MD
PO285631,OFFICE OF UNIFIED COMMUNICATIONS,"TWO-WAY RADIO, PORTABLE, INCLUDING VEHICLE RADIO RELAY SYSTEMS 74",$64425.00,01/06/2009,"MOTOROLA, INC.",7031 COLUMBIA GATEWAY DR                           3RD FLOOR  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO285655,DISTRICT OF COLUMBIA RETIREMENT BOARD,"WORKSTATIONS: SPARC, RISC, ETC. (FOR USE WITH CAD/CAM, ETC.) 96",$7479.82,01/06/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO285746,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES 00",$36083.20,01/07/2009,"BOCALJE SERVICES, INC.",3215 M. L. K. JR.AVE S.E.   ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO277978-V2,OFFICE OF THE CHIEF FINANCIAL OFFICER,"OFFICE SUPPLIES, GENERAL 00",$10000.00,01/07/2009,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO285788,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$30000.00,01/07/2009,SURVIVORS & ADVOCATES EMPOWERM,"SAFE                                               500 INDIANA AVE, NW #4235  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO285815,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$17966.00,01/07/2009,ORRICK HERRINGTON SUTCLIFFE LP,666 FIFTH AVENUE  ; NEW YORK  ; NY  ; 10103-0001,NEW YORK  ,NY
PO285795,DEPT. OF HOUSING AND COMM. DEVELOPMENT,LOAN ADMINISTRATION 60,$266392.00,01/07/2009,NORTHWEST CHURCH FAMILY NETWRK,"216 NEW YORK AVENUE, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO285798,OFFICE OF THE CHIEF FINANCIAL OFFICER,COPY MACHINE MAINTENANCE AND REPAIR 27,$11754.67,01/07/2009,XEROX CORPORATION,26600 SW PARKWAY AVENUE                            M/S 60-372  ; WILSONVILLE  ; OR  ; 97070,WILSONVILLE  ,OR
PO285761,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ATHLETIC CLOTHING 10,$25200.00,01/07/2009,"MARLOW SPORTS, INC.",7613 PENN BELT DRIVE  ; FORESTVILLE  ; MD  ; 20747,FORESTVILLE  ,MD
PO285836,DEPARTMENT OF HEALTH,MISCELLANEOUS PRODUCTS 00,$81690.00,01/07/2009,GALLS INC,2680 PALUMBO DRIVE                                 P.O. BOX 55208  ; LEXINGTON  ; KY  ; 40509-0509,LEXINGTON  ,KY
PO285773,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$3031.95,01/07/2009,MVS INC,1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO285730,DEPARTMENT OF PUBLIC WORKS,RECYCLED JANITORIAL SUPPLIES 76,$9000.00,01/07/2009,HOOD'S INSTITUTIONAL FOODS INC,3155 V STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO285727,OFFICE OF UNIFIED COMMUNICATIONS,"EMERGENCY RADIO/TELEPHONE SYSTEMS (911 DISPATCH, ETC.) INCLUDING ACCESSORIES 18",$234995.00,01/07/2009,MVS INC,1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO285803,UNIVERSITY OF DISTRICT OF COLUMBIA,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$10267.68,01/07/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO285801,UNIVERSITY OF DISTRICT OF COLUMBIA,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$5074.60,01/07/2009,DELL COMPUTER CORP,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO285794,DEPARTMENT OF MENTAL HEALTH,DRIVES: HARD/FIXED DISK 46,$23720.00,01/07/2009,ACCELERA SOLUTIONS INC.,7600 LEESBURG PIKE                                 SUITE 140 WEST  ; FALLS CHURCH  ; VA  ; 22043,FALLS CHURCH  ,VA
PO285853,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"RIGHT OF WAY SERVICES (INCLUDING TITLE, APPRAISAL, NEGOTIATION, CLOSING, RELOCATION, CONDEMNATION, ETC.) 66",$3461.50,01/07/2009,"PREMIUM TITLE & ESCROW, LLC",1534-14TH STREET NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO285783,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"LOUNGE FURNITURE, INDOOR, WOOD 64",$7381.71,01/07/2009,TONER EXPRESS USA INC,1818 NEW YORK AVENUE                               SUITE 222  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO285784,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$75163.00,01/07/2009,PROF. COMPUTING RESOURCES,4635 N. BRETON CT.  ; KENWOOD  ; MI  ; 49508,KENWOOD  ,MI
PO285771,OFFICE OF CONTRACTING AND PROCUREMENT,CONSULTING SERVICES 00,$19428.05,01/07/2009,ALL-YOU-NEED TEMPORARY SVCS,1712 I ST NW  ; WASHINGTON  ; DC  ; 20006,WASHINGTON  ,DC
PO285817,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED OFFICE SUPPLIES 73,$5000.00,01/07/2009,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO285770,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,IN-SERVICE TRAINING (FOR EMPLOYEES) 35,$10000.00,01/07/2009,FUND FOR EDUCATION & HUMAN SVC,"1234 MASSACHUSETTS AVENUE, NW                      SUITE 113  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO285774,DEPARTMENT OF MENTAL HEALTH,PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES 56,$3000.00,01/07/2009,MEDSTAR GEORGETOWN MED.CTR.,DEPARTMENT OF PSYCHIATRY 3800 RESERVOIR ROAD NW 520   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO285847,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PUBLICATIONS AND AUDIOVISUAL MATERIALS (PREPARED MATERIALS ONLY, NOT EQUIPMENT, SUPPLIES, OR PRODUCTION)(SEE CLASS 785 FOR INSTRUCTIONAL AIDS) 00",$4200.00,01/07/2009,BARNES & NOBLE BOOKSELLERS INC,122 FIFTH AVE   ; NEW YORK  ; NY  ; 10011-,NEW YORK  ,NY
PO285726,METROPOLITAN POLICE DEPARTMENT,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$206540.00,01/07/2009,CAPITOL HOSPITALITY LLC,10 I STREET S.W.  ; WASHINGTON  ; DC  ; 20024,WASHINGTON  ,DC
PO285720,DEPARTMENT OF HEALTH,DENTAL EQUIPMENT AND SUPPLIES 00,$4606.06,01/07/2009,BENCO DENTAL CO,11 BEAR CREEK BLVD  ; WILKES-BARRE  ; PA  ; 18702,WILKES-BARRE  ,PA
PO285747,DEPARTMENT OF CORRECTIONS,"CHEMICALS, CLEANERS, LUBRICANTS, ETC., DENTAL 16",$2675.00,01/07/2009,ABEL INDUSTRIES INC.,16815 INTERSTATE DRIVE  ; DUMFRIES  ; VA  ; 22026,DUMFRIES  ,VA
PO278485-V2,OFFICE OF THE CHIEF TECHNOLOGY OFFICER,COMPUTER ACCESSORIES AND SUPPLIES 00,$404956.00,01/07/2009,FEDERAL SIGNAL CORPORATION,2645 FEDERAL SIGNAL DRIVE  ; UNIVERSITY PARK  ; IL  ; 60466,UNIVERSITY PARK  ,IL
PO285786,FIRE AND EMERGENCY MEDICAL SERVICES,"FIRE PROTECTION CLOTHING (TURNOUT COATS, BUNKER PANTS, HOODS, GLOVES, ETC.) 34",$96417.00,01/07/2009,GLOBE MANUFACTURING COMPANY,37 LOUDON ROAD  ; PITTSFIELD  ; NH  ; 03263,PITTSFIELD  ,NH
PO285728,METROPOLITAN POLICE DEPARTMENT,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$19960.00,01/07/2009,HYATT REGENCY HOTEL,12777 FAIR LAKES CIRCLE   ; FAIRFAX  ; VA  ; 22033-,FAIRFAX  ,VA
PO285820,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PLASTIC WARE: DISHES, POTS AND PANS, TRAYS, NON-DISPOSABLE TYPE (SEE 640-60 FOR DISPOSABLE TYPE) 70",$3037.02,01/07/2009,WARD'S NATURAL SCIENCE,5100 WEST HENRIETTA ROAD  ; ROCHESTER  ; NY  ; 14692-9012,ROCHESTER  ,NY
PO285718,FIRE AND EMERGENCY MEDICAL SERVICES,WEIGHT LIFTING EQUIPMENT AND ACCESSORIES 94,$11997.00,01/07/2009,FITNESS RESOURCE,2721 DORR AVENUE  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO278387-V2,DEPARTMENT OF PUBLIC WORKS,"OFFICE SUPPLIES, GENERAL 00",$15000.00,01/07/2009,LASER ART INC,2209 CHANNING STREET NE PO BOX 41083  ; WASHINGTON  ; DC  ; 20018-0483,WASHINGTON  ,DC
PO285826,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"OFFICE MACHINES, EQUIPMENT, AND ACCESSORIES 00",$3417.00,01/07/2009,LASER ART INC,2209 CHANNING STREET NE PO BOX 41083  ; WASHINGTON  ; DC  ; 20018-0483,WASHINGTON  ,DC
PO285822,METROPOLITAN POLICE DEPARTMENT,POLICE EQUIPMENT AND SUPPLIES 00,$40000.00,01/07/2009,IDEAL POLICE CANINE,1270 LIME BLUFF ROAD  ; PENNSDALE  ; PA  ; 17756,PENNSDALE  ,PA
PO285833,DEPARTMENT OF CORRECTIONS,"MOPS AND HANDLES, WET TYPES 72",$10653.12,01/07/2009,GENERAL MERCHANDISE,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO285715,FIRE AND EMERGENCY MEDICAL SERVICES,"COMMUNICATION EQUIPMENT (INCLUDING RADIO, TELEVISION, TELEPHONE, VCR, VIDEO/AUDIO EQUIPMENT, ETC.) 28",$9500.63,01/07/2009,AUDIO VISUAL INNOVATIONS INC,"6301 BENJAMIN ROAD, SUITE 101   ; TAMPA   ; FL  ; 33634-",TAMPA   ,FL
PO285839,FIRE AND EMERGENCY MEDICAL SERVICES,"HEATING, VENTILATING AND AIR CONDITIONING (HVAC) 50",$5680.00,01/07/2009,"W.L. GARY COMPANY, INC.","225 VINE STREET, NW  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO285780,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES 00,$4995.00,01/07/2009,AUDIO VISUAL INNOVATIONS INC,"6301 BENJAMIN ROAD, SUITE 101   ; TAMPA   ; FL  ; 33634-",TAMPA   ,FL
PO285840,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,"MISCELLANEOUS SERVICES, NO. 1 00",$100000.00,01/07/2009,BEHAVIORAL ENVIRONMENTAL ACADE,"77 ELMIRA STREET, SW  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO285740,DEPARTMENT OF HEALTH,SECURITY AND ACCESS SYSTEMS MAINTENANCE AND REPAIR 73,$88976.00,01/07/2009,KASTLE SYSTEMS,1501 WILSON BLVD  ; ARLINGTON  ; VA  ; 22209,ARLINGTON  ,VA
PO274707-V2,DEPARTMENT ON DISABILITY SERVICES,HUMAN SERVICES 00,$323684.61,01/07/2009,WARD & WARD MENTL HEALTH SERVI,7530 GEORGIA AVE NW  ; WASHINGTON  ; DC  ; 20012,WASHINGTON  ,DC
PO285852,DEPARTMENT OF HEALTH,RECREATIONAL VEHICLE RENTAL OR LEASE 65,$8800.00,01/07/2009,A.J. RV RENTALS  INC,7760 ALLENTON BLVD.  ; HARRISBURG  ; PA  ; 17112-7112,HARRISBURG  ,PA
PO285777,EQUIPMENT LEASE - CAPITAL,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$132328.05,01/07/2009,"TEAM TECHNOLOGY, INC","819 7TH STREET NW, STE 300   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO285719,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES 00",$36083.20,01/07/2009,MEDICAL SUPPLY SYSTEMS INC,3182 BLADENSBURG RD. NE.  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO285768,DEPARTMENT OF PUBLIC WORKS,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$100000.00,01/07/2009,"MOBILITY, INC. DBA FLEXCAR","DBA ZIPCAR INC 25 FIRST STREET, #402  ; CAMBRIDGE  ; MA  ; 02141-",CAMBRIDGE  ,MA
PO285724,DEPARTMENT OF TRANSPORTATION,LATEX RUBBER ADDITIVE COMPOUND (FOR ASPHALT) 63,$10000.00,01/07/2009,UNIVER USA INC.,17425 NE UNION HILL ROAD  ; REDMOND  ; WA  ; 98052,REDMOND  ,WA
PO285725,FIRE AND EMERGENCY MEDICAL SERVICES,"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES 00",$21911.15,01/07/2009,FERNO WASHINGTON INC,70 WEIL WAY  ; WILMINGTON  ; OH  ; 45177,WILMINGTON  ,OH
PO285748,UNIVERSITY OF DISTRICT OF COLUMBIA,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7660.62,01/07/2009,COLONIAL PARKING  INC,"1050 THOMAS JEFFERSON ST., NW                      SUITE 100  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO278433-V2,DEPARTMENT OF CORRECTIONS,INSPECTION AND CERTIFICATION SERVICES 45,$16500.00,01/07/2009,AMERICAN CORRECTIONAL ASSOCIAT,206 NORTH WASHINGTON STREET SUITE 200  ; ALEXANDRIA  ; VA  ; 22314-,ALEXANDRIA  ,VA
PO285830,DEPARTMENT OF MOTOR VEHICLES,"OFFSET PRINTING, GENERAL, LARGE PRODUCTION RUNS ON LARGE OR WEB PRESS (QUAN. OVER 100,000), ONE OR MORE COLORS, NO 4 COLOR PROCESSES OR CLOSE REGISTRATION REQUIRED, MAY EXCEED 11 X 17 IN. AND HAVE LARGE SOLIDS 59",$97240.00,01/07/2009,3M COMPANY,"TSS DIVISION, BUILDING 225-5S-                     P.O. BOX 33225  ; ST. PAUL  ; MN  ; 55133-3225",ST. PAUL  ,MN
PO285743,METROPOLITAN POLICE DEPARTMENT,"DIAGNOSTIC REAGENTS AND TESTS (FOR DISEASES, PREGNANCY, ETC.): CARDS, SLIDES, SPOT TESTS, STRIPS, TABLETS, ETC. 40",$22600.00,01/07/2009,ARMOR HOLDINGS FORENSICS INC.,13386 INTERNATIONAL PKWY  ; JACKSONVILLE  ; FL  ; 32218,JACKSONVILLE  ,FL
PO284775,OFFICE OF JUSTICE GRANTS ADMINISTRATION,NON-BIDDABLE MISCELLANEOUS ITEMS 00,$57962.00,01/07/2009,EAST OF THE RIVER CLERGY PO.,"COMMUNITY PARTNERSHIP                              4105 FIRST STREET, SE  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO285799,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$11760.00,01/07/2009,HOWARD UNIVERSITY PCMS,405 HOWARD PLACE NW  ; WASHINGTON  ; DC  ; 20059,WASHINGTON  ,DC
PO285851,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,NEGOTIATION SERVICES 58,$34965.00,01/07/2009,JONES LANG LASALLE,"1627 EYE STREET, NW                                8TH FLOOR  ; WASHINGTON  ; DC  ; 20006",WASHINGTON  ,DC
PO285735,FIRE AND EMERGENCY MEDICAL SERVICES,"RENTAL OR LEASE SERVICES OF EQUIPMENT - AGRICULTURAL, AIRCRAFT, AUTOMOTIVE, HEAVY EQUIPMENT, AND MARINE EQUIPMENT 00",$9095.00,01/07/2009,METRO GOLF CART RENTALS,15212 CRAIN HIGHWAY  ; BRANDYWINE  ; MD  ; 20613,BRANDYWINE  ,MD
PO285785,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ENVIRONMENTAL AND ECOLOGICAL SERVICES 00,$10800.00,01/07/2009,INTELEX TECHNOLOGIES,"366 ADELAIDE ST WEST, STE 100  ; TORONTO, ONTARIO  ;    ; M5V-1R9","TORONTO, ONTARIO  ",
PO275622-V3,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$4394.25,01/07/2009,BANK OF AMERICA NA  USA,1000 SAMOSET DRIVE  ; NEWARK  ; DE  ; 19713,NEWARK  ,DE
