PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO352412,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$7931.41,01/05/2011,PSYCHOLOGICAL ASSESSMENT RESOU,16204 N FLORIDA AVE  ; LUTZ  ; FL  ; 33549,LUTZ  ,FL
PO352320,DEPARTMENT OF HEALTH,"CHEMICAL TESTING SERVICES (FOR LABORATORY TESTING, SEE 962-22) 31",$5713.00,01/05/2011,"SPEX CERTIPREP GROUP, LLC",203 NORCROSS AVENUE  ; METUCHEN  ; NJ  ; 08840,METUCHEN  ,NJ
PO116558-V2,FIRE AND EMERGENCY MEDICAL SERVICES,BUILDINGS - ARCHITECTURAL DESIGN 10,$12285.00,01/05/2011,"SAMAHA ASSOCIATES, P.C.",9990 LEE HIGHWAY                                   SUITE 350  ; FAIRFAX  ; VA  ; 22030,FAIRFAX  ,VA
PO352325,DEPARTMENT OF REAL ESTATE SERVICES,"PERSONNEL SERVICES, TEMPORARY 69",$17513.00,01/05/2011,BUSINESS STRATEGY CONSULTANTS,9701 APOLLO DRIVE SUITE 445  ; LARGO  ; MD  ; 20774-,LARGO  ,MD
PO352309,LOTTERY & CHARITABLE GAMES CONTROL BOARD,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4500.00,01/05/2011,NATIONAL COUNCIL FOR,THE SOCIAL STUDIES 8555 16TH STREET STE 500  ; SILVER SPRING  ; MD  ; 20910-,SILVER SPRING  ,MD
PO352414,METROPOLITAN POLICE DEPARTMENT,COMPUTER SOFTWARE CONSULTING 29,$109136.00,01/05/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO340907-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$14292.56,01/05/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO342536-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$34178.67,01/05/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO352314,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ADMINISTRATION OF CONTRACTS: SUMMARY OF WORK, QUALITY CONTROL, PROJECT CLOSEOUT, ETC. 03",$100000.00,01/05/2011,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052-,WASHINGTON  ,DC
PO352308,CHILD AND FAMILY SERVICES,EDUCATION AND TRAINING CONSULTING 38,$5000.00,01/05/2011,CONSORTIUM FOR CHILD WELFARE,"2120 BLADENSBURG ROAD NE, #106   ; WASHINGTON  ; DC  ; 20018-",WASHINGTON  ,DC
PO352380,DEPARTMENT OF PUBLIC WORKS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$20529.03,01/05/2011,EZTAG CORP,334 CORNELIA ST. #549  ; PLATTSBURGH  ; NY  ; 12901,PLATTSBURGH  ,NY
PO352428,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$262519.91,01/05/2011,METRO PAVING COMPANY,5470 LAFAYETTE PL  ; HYATTSVILLE  ; MD  ; 20781,HYATTSVILLE  ,MD
PO352331,DEPARTMENT OF TRANSPORTATION,,$36400.00,01/05/2011,CYCON PUBLISHING INC.,1006 SOMERSET LANE  ; SILVER SPRING  ; MD  ; 20904,SILVER SPRING  ,MD
PO352315,OFFICE OF PEOPLE'S COUNSEL,COMPUTER NETWORK CONSULTING 30,$9300.00,01/05/2011,"MVS, INC.",PO BOX 55797  ; WASHINGTON  ; DC  ; 20040,WASHINGTON  ,DC
PO352463,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$13320.00,01/05/2011,REINGOLD INC,1415 ELLIOT PL NW   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO352334,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,GRAPHIC DESIGN SERVICES FOR PRINTING 46,$2890.00,01/05/2011,REINGOLD INC,1415 ELLIOT PL NW   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO352426,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$1000000.00,01/05/2011,HNTB DISTRICT OF COLUMBIA PC,300 M STREET S.E.                                  SUITE 800  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO331707-V3,DC PUBLIC LIBRARY,SHORING AND REINFORCEMENT SERVICES 71,$13155687.54,01/05/2011,COAKLEY & WILLIAMS CONST.,16 SOUTH SUMMIT AVE  ; GAITHERSBURG  ; MD  ; 20877,GAITHERSBURG  ,MD
PO352328,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$2935.00,01/05/2011,BELLEVUE UNIVERSITY,1000 GALVIN ROAD SOUTH  ; BELLEVUE  ; NE  ; 68005,BELLEVUE  ,NE
PO352369,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4950.00,01/05/2011,BERT SMITH & COMPANY,"1090 VERMONT AVE., NW SUITE 920  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO352356,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$6083.00,01/05/2011,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO352379,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$41898.78,01/05/2011,NEXT STEP PCS,"1419 COLUMBIA ROAD, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO352445,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,MEMBERSHIP DUES 48,$5000.00,01/05/2011,AMER ALL HEALTH PHYS ED,1900 ASSOCIATION DRIVE  ; RESTON  ; VA  ; 20191,RESTON  ,VA
PO352310,METROPOLITAN POLICE DEPARTMENT,ALCOHOL AND DRUG TESTING SERVICES 07,$8044.87,01/05/2011,MEDICAL SUPPLY SYSTEMS INC,3182 BLADENSBURG RD. NE.  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO352326,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4000.00,01/05/2011,WRIGHT EDUCATIONAL CONSULTANT,4925 BROWN STATION ROAD  ; UPPER MARLBORO  ; MD  ; 20772,UPPER MARLBORO  ,MD
PO352417,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$692000.00,01/05/2011,SPERO TECHNOLOGIES,2300 M STREET NW STE 800  ; WASHINGTON  ; DC  ; 20037-,WASHINGTON  ,DC
PO352371,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT 89,$20000.00,01/05/2011,"HI-TECH SOLUTION, INC.","1300 PENNSYLANIA AVE, NW                           SUITE 700  ; WASHINGTON  ; DC  ; 20004",WASHINGTON  ,DC
PO352337,MUNICIPAL FACILITIES: NON-CAPITAL,GUARD AND SECURITY SERVICES 46,$8672.95,01/05/2011,LAWMEN SUPPLY COMPANY,5521 WHITE HORSE PIKE   ; EGG HARBOR CITY  ; NJ  ; 08215-9510,EGG HARBOR CITY  ,NJ
PO352312,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",$4000.00,01/05/2011,PAUL GREENBERG,"430 M STREET, S.W.                                 STE. 701  ; WASHINGTON  ; DC  ; 20024",WASHINGTON  ,DC
PO352370,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$45464.88,01/05/2011,IRON MOUNTAIN,1000 CAMPUS DRIVE  ; COLLEGEVILLE  ; PA  ; 19426,COLLEGEVILLE  ,PA
PO352357,DEPARTMENT OF MOTOR VEHICLES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$742423.00,01/05/2011,ACS STATE AND LOCAL SOLUTIONS,100 HANCOCK STREET 10TH FLOOR  ; QUINCY  ; MA  ; 02171-,QUINCY  ,MA
PO352421,EQUIPMENT LEASE - CAPITAL,"VEHICLES, INCLUDING AUTOMOBILES, TRUCKS, TRAILERS, VANS, MOTOR HOMES, MOTORCYCLES AND SCOOTERS, ETC. (SEE 998-20 FOR BUSES) 94",$115163.20,01/05/2011,SEGWAY INC.,14 TECHNOLOGY DRIVE  ; BEDFORD  ; NH  ; 03110,BEDFORD  ,NH
PO351395-V2,DEPARTMENT OF PUBLIC WORKS,INDUSTRIAL EQUIPMENT RENTAL OR LEASE 40,$16065.00,01/05/2011,ACME AUTO LEASING LLC,440 WASHINGTON AVENUE  ; NORTH HAVEN  ; CT  ; 06473,NORTH HAVEN  ,CT
PO352443,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$14500.00,01/05/2011,JOSHUA LAMB,3318 19TH STREET NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO352533,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,INTERNET DATABASE SUBSCRIPTIONS 35,$3099.96,01/06/2011,EBSCO PUBLISHING,10 ESTES STREET                                    P.O. BOX 682  ; IPSWICH  ; MA  ; 01938,IPSWICH  ,MA
PO351033-V2,OFFICE OF CHIEF FINANCIAL OFFICER,PAPER AND FILM SHREDDERS 71,$50000.00,01/06/2011,IRON MOUNTAIN,1000 CAMPUS DRIVE  ; COLLEGEVILLE  ; PA  ; 19426,COLLEGEVILLE  ,PA
PO352545,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$74240.07,01/06/2011,SEPTIMA CLARK PCS,2501 MARTIN LUTHER KING JR.  AVE. SE  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO352513,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$503890.00,01/06/2011,ORACLE CORPORATION,500 ORACLE PARKWAY   ; REDWOOD SHORES  ; CA  ; 94065-,REDWOOD SHORES  ,CA
PO334412-V4,DEPARTMENT OF MENTAL HEALTH,"TWO-WAY RADIO, PORTABLE, INCLUDING VEHICLE RADIO RELAY SYSTEMS 74",$23451.00,01/06/2011,WORLD COMMUNICATION CENTER INC,1347 NO ALMA SCHOOL RD STE 150   ; CHANDLER  ; AR  ; 85224-5902,CHANDLER  ,AR
PO346353-V2,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$124846.00,01/06/2011,BARNEY NEIGHBORHOOD HOUSE,5656 A THIRD STREET NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO346351-V2,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$157335.00,01/06/2011,BARNEY NEIGHBORHOOD HOUSE,5656 A THIRD STREET NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO352467,DISTRICT DEPARTMENT OF THE ENVIRONMENT,COMPUTER SOFTWARE CONSULTING 29,$53456.00,01/06/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO352507,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$350000.00,01/06/2011,"SOIL AND LAND USE TECHNOLOGY,",1818 NEW YORK AVE STE 107   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO352482,FIRE AND EMERGENCY MEDICAL SERVICES,"SHOES AND BOOTS, WORK, MEN'S 86",$98925.12,01/06/2011,MARYLAND FIRE EQPMNT CORPORATI,12284 WILKINS AVENUE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO352481,OFFICE OF JUSTICE GRANTS ADMINISTRATION,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$400000.00,01/06/2011,P.C.S. FOR STUDENT SUPPO.SRVS.,1003 K. ST. NW.                                    SUITE 405  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO342795-V2,DEPARTMENT OF MENTAL HEALTH,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$3623.50,01/06/2011,FRANK PARSON PAPER COMPANY,1300 MERCEDES DRIVE   ; HANOVER  ; MD  ; 21076-3140,HANOVER  ,MD
PO352523,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$314690.00,01/06/2011,MARTINEZ & JOHNSON ARCHITECTUR,1412 EYE STREET NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO352528,DEPARTMENT OF MENTAL HEALTH,MEDICAL AND LABORATORY SERVICES (NON-PHYSICIAN) 55,$69102.46,01/06/2011,SYSTEMS ASSESSMENT RESEARCH,5100 FORBES BLVD SUITE 100  ; LANHAM  ; MD  ; 20706-,LANHAM  ,MD
PO352544,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$237541.82,01/06/2011,SEED FOUNDATION,4300 C STREET                                      NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO352470,STATE SUPERINTENDENT OF EDUCATION (OSSE),"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$4920.00,01/06/2011,GIST FAMILY CATERING,10010 WOODEN BRIDGE LN  ; CLINTON  ; MD  ; 20735,CLINTON  ,MD
PO352567,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$800000.00,01/06/2011,HESS CONSTRUCTION CO. INC.,804 WEST DIAMOND AVENUE SUITE 300  ; GAITHERSBURG  ; MD  ; 20878-,GAITHERSBURG  ,MD
PO352484,DEPART OF YOUTH REHABILITATION SERVICES,"TANK INSTALLATION, REMOVAL, DISPOSAL, AND RELATED SERVICES (INCLUDING SEPTIC AND  UNDERGROUND TYPE) 78",$14625.00,01/06/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO352526,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION CONSULTING 31,$276500.00,01/06/2011,"FLIPPO CONSTRUCTION CO., INC.",3820 PENN BELT PLACE  ; FORESTVILLE  ; MD  ; 20747,FORESTVILLE  ,MD
PO352543,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$113765.24,01/06/2011,WVSA SCHOOL FOR ARTS,1100 16TH ST NW  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO352546,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,$42439.09,01/06/2011,WVSA SCHOOL FOR ARTS,1100 16TH ST NW  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO343660-V2,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$189216.00,01/06/2011,THE COMMUNITY PARTNERSHIP\HOME,801 PENNSYLVANIA AVE SE 360  ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO352515,DEPARTMENT OF MOTOR VEHICLES,DRIVER'S LICENSE SERVICES 32,$3159.50,01/06/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO352483,DEPART OF YOUTH REHABILITATION SERVICES,VIDEO GAME MACHINES 88,$3758.30,01/06/2011,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO351053-V2,DEPARTMENT OF PUBLIC WORKS,"EQUIPMENT, HEAVY 36",$272838.00,01/06/2011,MARYLAND INDUSTRIAL TRUCKS,1330 WEST NURSERY ROAD   ; LINTHICUM  ; MD  ; 21090-,LINTHICUM  ,MD
PO352540,DEPARTMENT OF MENTAL HEALTH,"HOSPITAL SERVICES, INPATIENT AND OUTPATIENT 46",$149760.00,01/06/2011,WISCONSIN AVE PSYCHIATRIC CENT,PSYCHIATRIC INST. OF WASH                          4228 WISCONSIN AVE. NW  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO342659-V3,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$50303.59,01/06/2011,PSYCHIATRIC INST OF WASH,4460 MACARTHUR BLVD NW   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO352547,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12000.00,01/06/2011,WR HARRIS GROUP,1567 N. 21ST COURT  ; ARLINGTON  ; VA  ; 22209,ARLINGTON  ,VA
PO352539,DEPARTMENT OF PARKS AND RECREATION,"COTTER PINS, CLEVIS PINS, DOWEL PINS, SPRING PINS, TAPER PINS, AND WOODRUFF KEYS AND SNAPS 35",$6000.00,01/06/2011,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO352535,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SHIRTS, DRESS AND CASUAL 70",$4758.60,01/06/2011,LIFE INFINITE LLC,634 QUEBEC PLACE NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO352469,COMMISSION ON ARTS & HUMANITIES,"COPY MACHINES, BOND (PLAIN) PAPER TYPE INCLUDING PARTS AND ACCESSORIES 38",$5801.04,01/06/2011,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO352566,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$7750.00,01/06/2011,BEDD GROUP LLC,1744 TAYLOR STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO352472,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COVERS: BRIEF, MANUSCRIPT, PRESSBOARD, REPORT, ETC. 31",$17500.00,01/06/2011,WILSON LANGUAGE TRAINING CORP.,47 OLD WEBSTER ROAD   ; OXFORD  ; MA  ; 01540-,OXFORD  ,MA
PO352536,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$108800.00,01/06/2011,AMERICAN READING COMPANY,201 S. GULPH ROAD   ; KING OF PRUSSIA  ; PA  ; 19406-,KING OF PRUSSIA  ,PA
PO352531,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$160870.00,01/06/2011,"DI DOMENICO & PARTNERS, LLP",3743 CRESCENT STREET 3RD FLOOR  ; LONG ISLAND CITY   ; NY  ; 11101,LONG ISLAND CITY   ,NY
PO352521,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$194980.00,01/06/2011,"DI DOMENICO & PARTNERS, LLP",3743 CRESCENT STREET 3RD FLOOR  ; LONG ISLAND CITY   ; NY  ; 11101,LONG ISLAND CITY   ,NY
PO352471,DEPARTMENT OF MOTOR VEHICLES,DECAL PRINTING 22,$10000.00,01/06/2011,SECUREMARK DECAL CORP.,6600 WEST ARMITAGE AVE.  ; CHICAGO  ; IL  ; 60707,CHICAGO  ,IL
PO352568,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$475000.00,01/06/2011,"INCAPSULATE, LLC",1934 OLD GALLOWS RD STE 350  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO352676,OFFICE OF VICTIM SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12000.00,01/07/2011,INGA JAMES DBA/IJAY CONSULTING,"8407 GREENWOOD AVE, SUITE 2  ; TAKOMA PARK  ; MD  ; 20912",TAKOMA PARK  ,MD
PO352701,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$16166.56,01/07/2011,SHARP ELECTRONICS CORPORATION,SHARP PLAZA BOX B  ; MAHWAH  ; NJ  ; 07430-2135,MAHWAH  ,NJ
PO352574,"DEPART OF INSURANCE,SECURITIES & BANKING","APPLICATIONS SOFTWARE FOR MICROCOMPUTER SYSTEMS: BUSINESS, MATHEMATICAL/STATISTICAL, MEDICAL, SCIENTIFIC, ETC. 07",$72794.00,01/07/2011,"AC0 INFORMATION SERVICES, LLC",1509 GOVERNMENT STREET 4TH FL  ; MOBILE  ; AL  ; 36604,MOBILE  ,AL
PO352668,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",$21906.80,01/07/2011,HAMPTON BROWN BOOKS,1 LOWER RAGSDALE DR BLDG 1 STE 200  ; MONTEREY  ; CA  ; 93940-,MONTEREY  ,CA
PO352664,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$12619.00,01/07/2011,VISION SECURITY SOLUTION,1818 NEW YORK AVE NE  SUITE 212  ; WASHINGTON   ; DC  ; 20002-,WASHINGTON   ,DC
PO352655,DEPARTMENT OF REAL ESTATE SERVICES,"ELECTRICAL EQUIPMENT (EXCEPT CABLE AND WIRES, AND LIGHTING FIXTURES) MAINTENANCE AND REPAIR 25",$9738.00,01/07/2011,M C DEAN INC,22461 SHAW ROAD   ; DULLES  ; VA  ; 20166-,DULLES  ,VA
PO352603,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES RENTAL OR LEASE 65,$6998.00,01/07/2011,PREMIER OFFICE & MEDICAL SUPPL,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO352677,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4900.00,01/07/2011,DEBORAH MITCHELL PARKER,"4220 4TH STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO352070,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$4347.85,01/07/2011,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO351904-V2,METROPOLITAN POLICE DEPARTMENT,FIRST AID AND SAFETY EQUIPMENT (EXCEPT NUCLEAR AND WELDING) MAINTENANCE AND REPAIR 38,$17695.65,01/07/2011,PHYSIO-CONTROL CORPORATION,11811 WILLOWS ROAD NORTHEAST   ; REDMOND  ; WA  ; 98053-,REDMOND  ,WA
PO352591,OFFICE OF TENANT ADVOCATE,"COMPUTERS, DATA PROCESSING EQUIPMENT AND ACCESSORIES (NOT WORD PROCESSING EQUIPMENT), MAINTENANCE AND REPAIR 21",$8000.00,01/07/2011,MERIDIAN IMAGING SOLUTIONS,5775 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO352578,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3960.00,01/07/2011,JACKSON & ASSOCIATES INC,6917 OLD PIMLICO ROAD  ; BALTIMORE  ; MD  ; 21209,BALTIMORE  ,MD
PO261215-V5,OFFICE OF CHIEF TECHNOLOGY OFFICER,"INSPECTION SERVICES, CONSTRUCTION TYPE 47",$496675.00,01/07/2011,VERIZON,13101 COLUMBIA PIKE   ; SILVER SPRING  ; MD  ; 20904-,SILVER SPRING  ,MD
PO352604,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$3120.00,01/07/2011,FLORIDA INSTITUTE TECHNOLOGY,150 W UNIVERSITY BLVD.  ; MELBOURNE  ; FL  ; 32901,MELBOURNE  ,FL
PO313937-V5,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$130114.59,01/07/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO342523-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$11690.28,01/07/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO352587,DEPARTMENT OF MENTAL HEALTH,BUSINESS CARDS PRINTED 07,$4800.00,01/07/2011,RANSAR BUSINESS SERVICES INC,"930 KENNEDY STREET, N.W. SUITE 300  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO342860-V2,DEPARTMENT OF MENTAL HEALTH,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$9288.00,01/07/2011,FRANK PARSON PAPER COMPANY,1300 MERCEDES DRIVE   ; HANOVER  ; MD  ; 21076-3140,HANOVER  ,MD
PO347326-V2,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$38000.00,01/07/2011,PATRICIA M. LOVELADY,17251 QUAIL CREEK CIR  ; HAMILTON  ; VA  ; 20158,HAMILTON  ,VA
PO352577,METROPOLITAN POLICE DEPARTMENT,HORSES 70,$5300.00,01/07/2011,H.C. SUMMERS INC,4002 JEFFERSON PIKE  ; JEFFERSON  ; MD  ; 21755,JEFFERSON  ,MD
PO352670,DEPARTMENT OF CORRECTIONS,"BAGS AND LINERS, PLASTIC: GARBAGE CAN LINERS, JANITOR CART LINERS, LINEN HAMPER LINERS, LITTER BAGS, POLYETHYLENE BAGS, ETC. 24",$2920.00,01/07/2011,MTW DISTRIBUTORS INC,1235 KENILWORTH AVE NE SUITE#8  ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO342685-V3,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$1507803.45,01/07/2011,ANCHOR MENTAL HEALTH ASSN. INC,1001 LAWRENCE STREET  NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO352649,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION CONSULTING 31,$284028.09,01/07/2011,"FLIPPO CONSTRUCTION CO., INC.",3820 PENN BELT PLACE  ; FORESTVILLE  ; MD  ; 20747,FORESTVILLE  ,MD
