PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO319479,STATE SUPERINTENDENT OF EDUCATION (OSSE),"TEACHING AND INSTRUCTION SERVICES  (INCLUDING ELEMENTARY AND SECONDARY EDUCATION, HIGHER EDUCATION AND ADULT EDUCATION) 78",$6700.00,01/04/2010,KET ENTERPRISE DIVISION,560 COOPER DRIVE  ; LEXINGTON  ; KY  ; 40502-2200,LEXINGTON  ,KY
PO223372-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$23368.00,01/05/2010,"PARADYME MANAGEMENT, INC.","3820 39TH STREET, NW SUITE 1119E  ; WASHINGTON  ; DC  ; 20016-",WASHINGTON  ,DC
PO226126-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$205160.00,01/05/2010,"PARADYME MANAGEMENT, INC.","3820 39TH STREET, NW SUITE 1119E  ; WASHINGTON  ; DC  ; 20016-",WASHINGTON  ,DC
PO319560,OFFICE OF CHIEF FINANCIAL OFFICER,CASH MANAGEMENT SERVICES (INCL. BUDGETING SERVICES) 29,$27206.00,01/05/2010,SYSTEM INNOVATORS,10550 DEERWOOD PARK BLVD   ; JACKSONVILLE  ; FL  ; 32256-,JACKSONVILLE  ,FL
PO319680,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$256000.00,01/06/2010,RAND CORPORATION,1776 MAIN STREET  ; SANTA MONICA  ; CA  ; 90407,SANTA MONICA  ,CA
PO319684,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$7462.60,01/06/2010,TOTAL FAMILY CARE COALITION,4818 JAY STREET N.E.  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO317690-V2,COUNCIL OF THE DISTRICT OF COLUMBIA,COMPUTER HARDWARE CONSULTING 28,$25000.00,01/06/2010,"TURNER STRATEGIES, INC.","1001 CONNECTICUT AVENUE, NW #710  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO319663,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,$23260.08,01/06/2010,DISTRICT SUPPLY,7705 GEORGIA AVE NW SUITE 103   ; WASHINGTON  ; DC  ; 20012-,WASHINGTON  ,DC
PO319709,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,$33031.40,01/06/2010,DISTRICT SUPPLY,7705 GEORGIA AVE NW SUITE 103   ; WASHINGTON  ; DC  ; 20012-,WASHINGTON  ,DC
PO319737,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TUNNEL ACCESSORIES AND PARTS 90,$2569.50,01/06/2010,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO319740,DEPART OF YOUTH REHABILITATION SERVICES,AUDIO VISUAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 11,$21526.20,01/06/2010,"NETWORKING FOR FUTURE, INC.",1023 15TH ST NW SUITE 500   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO319649,FIRE AND EMERGENCY MEDICAL SERVICES,ELECTRICAL 38,$4250.00,01/06/2010,EXECUTIVE CONTRACTORS,"6413 9TH STREET, NW  ; WASHINGTON  ; DC  ; 20012-0012",WASHINGTON  ,DC
PO319675,FIRE AND EMERGENCY MEDICAL SERVICES,"PLUMBING MAINTENANCE AND REPAIR (INCLUDES TOILETS, ETC.) 60",$4000.00,01/06/2010,EXECUTIVE CONTRACTORS,"6413 9TH STREET, NW  ; WASHINGTON  ; DC  ; 20012-0012",WASHINGTON  ,DC
PO251710-V2,EQUIPMENT LEASE - CAPITAL,CONSULTING SERVICES 00,$17730.00,01/06/2010,LIMBIC SYSTEMS INC,2300 M STREET NW                                   SUITE 800  ; WASHINGTON  ; DC  ; 20037,WASHINGTON  ,DC
PO248942-V2,EQUIPMENT LEASE - CAPITAL,CONSULTING SERVICES 00,$10440.00,01/06/2010,LIMBIC SYSTEMS INC,2300 M STREET NW                                   SUITE 800  ; WASHINGTON  ; DC  ; 20037,WASHINGTON  ,DC
PO319653,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$38690.00,01/06/2010,ENCON,"316 DOMINION ROAD, NE  ; VIENNA  ; VA  ; 22180",VIENNA  ,VA
PO214644-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$224285.56,01/06/2010,EASTBANC TECHNOLOGIES,3312 M STREET NW SECOND FLOOR  ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO318919-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$23540.00,01/06/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319659,UNIVERSITY OF THE DISTRICT OF COLUMBIA,BODY AND FRAME PARTS (NOT OTHERWISE CLASSIFIED) 12,$78623.00,01/06/2010,THE VIRGINIA BUS DOCTOR,7040 HOADLY ROAD  ; MANASSAS  ; VA  ; 20112,MANASSAS  ,VA
PO316988-V2,BOARD OF ELECTIONS & ETHICS,PRINT-ON-DEMAND PRINTING SERVICES (INCLUDING PRINT AND DISTRIBUTE SERVICES) 76,$16050.00,01/06/2010,THE AD AGENCY,1010 WISCONSIN AVENUE NW                           SUITE 205  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO318351-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$24865.00,01/06/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319682,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$152813.00,01/06/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319655,OFF PUBLIC ED FACILITIES MODERNIZATION,ICE AND SNOW REMOVAL CHEMICALS (SEE 775-45 FOR ROAD SALT) 46,$32484.96,01/06/2010,TRICON OF WASHINGTON DC INC,"1702 MINNESOTA AVENUE, SE STE B1  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO319722,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,$2618.51,01/06/2010,TEMPO BOOKSTORE,4905 WISCONSIN AVENUE NW  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO319665,METROPOLITAN POLICE DEPARTMENT,COMMUNICATIONS: PUBLIC RELATIONS CONSULTING 26,$18999.00,01/06/2010,WASHINGTON PROFESSIONAL SYSTEM,11242 GRANDVIEW AVENUE   ; WHEATON  ; MD  ; 20902-,WHEATON  ,MD
PO312192,HOMELAND SECURITY GRANTS,FIRE AND POLICE EQUIPMENT (NOT OTHERWISE CLASSIFIED) 42,$24028.45,01/06/2010,SAFEWARE INC,5641 S. LABUMUM AVE  ; RICHMOND  ; VA  ; 23231-3231,RICHMOND  ,VA
PO319707,OFFICE OF MUNICIPAL PLANNING,MEMBERSHIP DUES 48,$4500.00,01/06/2010,THE FERGUSON GROUP LLC,"1130 CONNECTICUT AVENUE, NW SUITE 300  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO213829-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$87759.00,01/06/2010,"THE QED GROUP, LLC",1250 EYE STREET NW                                 SUITE 1100  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319703,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4000.00,01/06/2010,THE THEATRE LAB,"733 8TH STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO319714,DEPARTMENT OF HEALTH,SUPPORT SERVICES 85,$198499.20,01/06/2010,REINGOLD INC,1415 ELLIOT PL NW   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO319656,DEPARTMENT OF TRANSPORTATION,MARKETING CONSULTING 76,$44875.00,01/06/2010,REINGOLD INC,1415 ELLIOT PL NW   ; WASHINGTON  ; DC  ; 20007-,WASHINGTON  ,DC
PO319718,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4700.00,01/06/2010,FUND FOR EDUCATION AND HUMAN SERVICE,"1234 MASSACHUSETTS AVENUE, NW                      SUITE 113  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO319678,FIRE AND EMERGENCY MEDICAL SERVICES,ELECTRICAL 38,$3931.48,01/06/2010,HARVEY W HOTTEL INC,18900 WOODFIELD ROAD   ; GAITHERSBURG  ; MD  ; 20879-,GAITHERSBURG  ,MD
PO319742,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$764364.26,01/06/2010,"NUTRITION, INC.",2600 BRAN PLACE SE PO BOX 30985  ; WASHINGTON  ; DC  ; 20030-0020,WASHINGTON  ,DC
PO319679,OFFICE OF CHIEF TECHNOLOGY OFFICER,"FIBER OPTICS CABLES, INTERCONNECTING COMPONENTS, AND ACCESSORIES 23",$56070.00,01/06/2010,PAIGE INTERNATIONAL,3166 TENNYSON STREET NW   ; WASHINGTON  ; DC  ; 20015-2360,WASHINGTON  ,DC
PO319699,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$3816.97,01/06/2010,DATAWATCH SYSTEMS,4401 EAST WEST HIGHWAY                             SUITE 500  ; BETHESDA  ; MD  ; 20814,BETHESDA  ,MD
PO319704,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3750.00,01/06/2010,PATRICIA M SITAR CENTER,"FOR THE ARTS 1700 KALORAMA RD NW, SUITE 101  ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO319729,LOTTERY & CHARITABLE GAMES CONTROL BOARD,COMPUTER HARDWARE CONSULTING 28,$44780.00,01/06/2010,"THOMPSON, COBB, BAZILIO AND ASSOCIATES",1101 15TH STREET NW                                SUITE 400  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319698,DEPARTMENT OF REAL ESTATE SERVICES,"AIR CONDITIONERS, HEATERS AND VENTILATORS FOR HEAVY EQUIPMENT 02",$59000.00,01/06/2010,RSC ELECTRICAL & MECHANICAL CO,6035 DIX STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO319664,METROPOLITAN POLICE DEPARTMENT,RECYCLED OFFICE SUPPLIES 73,$40000.00,01/06/2010,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO319710,DEPARTMENT OF HUMAN SERVICES,RECYCLED OFFICE SUPPLIES 73,$19000.00,01/06/2010,SEARS CONTRACT SALES,6404 TELEGRAPH ROAD   ; ALEXANDRIA  ; VA  ; 22310-,ALEXANDRIA  ,VA
PO312713-V3,DEPARTMENT OF MENTAL HEALTH,"PRINTING ACCESSORIES AND SUPPLIES (INCL. ELECTROSTATIC TYPES): BLANKETS, CHEMICALS, GUM, INKS, MATS, NEGATIVES, PLATES, ROLLER COVERS, RUBBER REJUVENATORS, SLEEVES, ETC. (SEE  700-30 FOR GRAPHIC ART SUPPLIES) 57",$388215.66,01/06/2010,SPACESAVER STORAGE SYSTEMS,1450 JANESVILLE AVENUE ORDER ENTRY  ; FT ATKINSON  ; WI  ; 53538-,FT ATKINSON  ,WI
PO319686,METROPOLITAN POLICE DEPARTMENT,FLEET MANAGEMENT SERVICES 41,$60000.00,01/06/2010,FIRST TRANSIT INC DBA FIRST VE,705 CENTRAL AVE. SUITE 300  ; CINCINNATI  ; OH  ; 45202-,CINCINNATI  ,OH
PO319697,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$24131.98,01/06/2010,"INFINITY SOLUTIONS, INC.",1101 PENNSYLVANIA AVENUE NW                        6TH FLOOR  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO319676,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,$2976.30,01/06/2010,BOUNDTREE MEDICAL LLC,15 CENTERVALE RD  ; HENNIKER  ; NH  ; 03242,HENNIKER  ,NH
PO319657,DEPARTMENT OF CORRECTIONS,FOOD SERVICE CONSULTING 52,$761366.37,01/06/2010,ARAMARK CORRECTIONAL SERVICES,1101 MARKET STREET  ; PHILADELPHIA  ; PA  ; 19107,PHILADELPHIA  ,PA
PO319685,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4000.00,01/06/2010,ACCREDITATION CNCL GRADUATE MD,"515 NORTH STATE ST, SUITE 2000  ; CHICAGO  ; IL  ; 60610",CHICAGO  ,IL
PO319711,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,LEGAL CONSULTING 74,$30000.00,01/06/2010,BAKER & DANIELS LLP,300 NORTH MERDIAN ST                               # 2700  ; INDIANAPOLIS  ; IN  ; 46204,INDIANAPOLIS  ,IN
PO319658,UNIVERSITY OF THE DISTRICT OF COLUMBIA,ADVERTISING/PUBLIC RELATIONS 03,$9250.00,01/06/2010,HARRIS CONNECT GROUP HOLDINGS,"HARRIS CONNECT, LLC 1400-A CROSSWAYS BLVD  ; CHESAPEAKE  ; VA  ; 23320",CHESAPEAKE  ,VA
PO313409-V2,DEPARTMENT OF MOTOR VEHICLES,FINANCIAL SERVICES (NOT OTHERWISE CLASSIFIED) 49,$47970.00,01/06/2010,RONAK CONSULTING INC.,12501 FOSTORIA WAY  ; NORTH POTOMAC  ; MD  ; 20878,NORTH POTOMAC  ,MD
PO319670,OFFICE OF HUMAN RIGHTS,COPY MACHINE ADD-ON ACCESSORIES 47,$7155.00,01/06/2010,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO319706,DEPARTMENT OF HUMAN SERVICES,"COMPUTERS, DATA PROCESSING EQUIPMENT AND ACCESSORIES (NOT WORD PROCESSING EQUIPMENT), MAINTENANCE AND REPAIR 21",$7230.00,01/06/2010,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO319725,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,INDUSTRIAL COMMERCIAL AND PROFESSIONAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 29,$15000.00,01/06/2010,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO319720,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,$7000.00,01/06/2010,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO319672,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$75000.00,01/06/2010,LOCAL INITIATIVES SUPPORT CORP,"1825 K STREET, NW                                  SUITE 1100  ; WASHINGTON  ; DC  ; 20006",WASHINGTON  ,DC
PO319712,OFFICE OF PEOPLE'S COUNSEL,COMPUTER NETWORK CONSULTING 30,$5074.00,01/06/2010,XEROX CORPORATION,PO BOX 827598  ; PHILADELPHIA  ; PA  ; 19181-7598,PHILADELPHIA  ,PA
PO319713,OFFICE OF PEOPLE'S COUNSEL,COMPUTER NETWORK CONSULTING 30,$8000.00,01/06/2010,XEROX CORPORATION,PO BOX 827598  ; PHILADELPHIA  ; PA  ; 19181-7598,PHILADELPHIA  ,PA
PO319717,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$53000.00,01/06/2010,"DC USA OPERATING CO., LLC","2309 FREDERICK DOUGLASS BLVD,                      2ND FLOOR  ; NEW YORK  ; NY  ; 10027",NEW YORK  ,NY
PO319715,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER SOFTWARE CONSULTING 29,$182754.00,01/06/2010,GEOGRAPHIC SOLUTIONS INC,1001 OMAHA CIRCLE  ; PALM HARBOUR  ; FL  ; 34683,PALM HARBOUR  ,FL
PO316545,LOTTERY & CHARITABLE GAMES CONTROL BOARD,SOFTWARE MAINTENANCE/SUPPORT 45,$33856.15,01/07/2010,ORACLE CORPORATION,500 ORACLE PARKWAY   ; REDWOOD SHORES  ; CA  ; 94065-,REDWOOD SHORES  ,CA
PO319862,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: KINDERGARTEN THRU 5TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 85,$2579.19,01/07/2010,CURRICULUM ASSOCIATES INC,PO BOX 2001  ; NORTH BILLERICA  ; MA  ; 01862,NORTH BILLERICA  ,MA
PO319782,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$3150.00,01/07/2010,CONTEXT GLOBAL INCORPORATED,10 G STREET NE STE 710  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO319800,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"SHEET PROTECTORS, PLASTIC, ALL TYPES 80",$2573.30,01/07/2010,BRANCH SUPPLY INCORPORATION,1050 17TH STREET NW SUITE 1000  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO319840,METROPOLITAN POLICE DEPARTMENT,ICE AND SNOW REMOVAL CHEMICALS (SEE 775-45 FOR ROAD SALT) 46,$12500.00,01/07/2010,COMMUNITY BRIDGE INC,ONE SCOTT CIRCLE NW                                SUITE 820  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO213471-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$2984.80,01/07/2010,ENVIRONMENTAL SYSTEMS RESEARCH,8620 WESTWOOB CENTER DR  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO319859,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,FOOD DISTRIBUTION SERVICES 40,$3181772.67,01/07/2010,"COMPASS GROUP USA, INC",2400 YORKMENT ROAD  ; CHARLOTTE  ; NC  ; 28217,CHARLOTTE  ,NC
PO319203,OFFICE OF MUNICIPAL PLANNING,"PLANNING, URBAN (COMMUNITY, REGIONAL, AREAWIDE, AND STATE) 64",$43750.00,01/07/2010,THE UNIVERSITY OF MD,3112 LEE BUILDING OFF. OF RES. ADMIN AND ADVANCE  ; COLLEGE PARK  ; MD  ; 20742-3135,COLLEGE PARK  ,MD
PO219461-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$144632.50,01/07/2010,ROMANOV GROUP LLC,1916 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO319837,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$37540.00,01/07/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO310143-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$88054.55,01/07/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319777,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$194260.00,01/07/2010,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319843,DEPARTMENT OF REAL ESTATE SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$28240.12,01/07/2010,"BELL ARCHITECTS, PC","1228 9TH STREET, N.W.   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO319761,CHILD AND FAMILY SERVICES,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,$32425.00,01/07/2010,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO319832,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ANALYTICAL STUDIES AND SURVEYS (CONSULTING) 12,$30000.00,01/07/2010,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052-,WASHINGTON  ,DC
PO250370-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$6682.42,01/07/2010,GEO IMAGING CONSULTING INC,"900 2ND STREET, NE                                 SUITE 6  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO319798,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$3230.00,01/07/2010,INTAC INC,1110 FIDLER LANE                                   SUITE 1115  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO319834,OFFICE OF JUSTICE GRANTS ADMINISTRATION,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$367706.00,01/07/2010,"OUR PLACE, DC","801 PENNSYLVANIA AVE                               SE, SUITE 460  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO319857,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER SOFTWARE CONSULTING 29,$2660.50,01/07/2010,FOX ASSOCIATES,116 W KINZIE ST  ; CHICAGO  ; IL  ; 60610,CHICAGO  ,IL
PO319841,EQUIPMENT LEASE - CAPITAL,AMBULANCES AND RESCUE VEHICLES 03,$307082.00,01/07/2010,LAAKE ENTERPRISES INC,T/A FESCO EMERGENCY SALES                          6401 MACAW COURT  ; ELKRIDGE  ; MD  ; 21075,ELKRIDGE  ,MD
PO319835,EQUIPMENT LEASE - CAPITAL,AERIAL PHOTOGRAMMERY SERVICES 04,$613500.00,01/07/2010,KCI ASSOCIATES OF DC,122 C STREET NW SUITE 820  ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO319829,FIRE AND EMERGENCY MEDICAL SERVICES,"PLUMBING MAINTENANCE AND REPAIR (INCLUDES TOILETS, ETC.) 60",$2822.99,01/07/2010,HARVEY W HOTTEL INC,18900 WOODFIELD ROAD   ; GAITHERSBURG  ; MD  ; 20879-,GAITHERSBURG  ,MD
PO319760,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$213677.00,01/07/2010,HESS CONSTRUCTION CO. INC.,804 WEST DIAMOND AVENUE SUITE 300  ; GAITHERSBURG  ; MD  ; 20878-,GAITHERSBURG  ,MD
PO319758,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$1000000.00,01/07/2010,"CORNERSTONE, INC.","1828 JEFFERSON PLACE, NW  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO319783,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED) 42,$55692.00,01/07/2010,ANACOSTIA WATERSHED SOCIETY,4302 BALTIMORE AVE  ; BLADENSBURG  ; MD  ; 20710-1031,BLADENSBURG  ,MD
PO319836,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,REAL ESTATE/PROPERTY MANAGEMENT 76,$4000.00,01/07/2010,MARC PARC PARKING,1233 20TH STREET NW                                STE 104  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO282237-V4,DEPARTMENT OF REAL ESTATE SERVICES,"ARCHITECTURAL SERVICES, PROFESSIONAL 00",$342006.11,01/07/2010,BOWIE GRIDLEY ARCHITECTS,1010 WISCONSIN AVE                                 STE 400  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO319757,DEPARTMENT ON DISABILITY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12000.00,01/07/2010,"TRANSCEN, INC.","451 HUNGERFORD DRIVE, SUITE 700  ; ROCKVILLE  ; MD  ; 20850-",ROCKVILLE  ,MD
PO319831,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$43250.00,01/07/2010,"KRESSCOX ASSOCIATES, P.C.","2909 M STREET, NW   ; WASHINGTON  ; DC  ; 20007-",WASHINGTON  ,DC
PO245476-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$147337.40,01/07/2010,PEAK TECHNOLOGY SOLUTIONS INC,"700 - 12TH STREET, NW                              SUITE 700  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO319772,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$7000.00,01/07/2010,NATIONAL 4-H COUNCIL,7100 CONNECTICUT AVENUE  ; CHEVY CHASE  ; MD  ; 20815-4999,CHEVY CHASE  ,MD
PO319780,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COURSE DEVELOPMENT SERVICES, INSTRUCTIONAL/TRAINING 16",$597825.00,01/07/2010,"INSIGHT EDUCATION GROUP, INC.",16130 VENTURA BOULEVARD                            SUITE 300  ; ENCINO  ; CA  ; 91436,ENCINO  ,CA
PO222774-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$203280.00,01/07/2010,INTEGRATED TECHNICAL SOLUTIONS,"1101 30TH STREET, NW                               SUITE 500  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO319830,DEPARTMENT OF MOTOR VEHICLES,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",$18000.00,01/07/2010,HUGEE CORPORATION,"1818 NEW YORK AVENUE, N.E. SUITE 208-D  ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO319785,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED) 42,$70000.00,01/07/2010,CASEY TREES ENDOWMENT FUND,1425 K STREET NW                                   SUITE 1050  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO319779,DEPARTMENT OF HEALTH,FORMS PRINTING (NOT CONTINUOUS) 36,$5320.00,01/07/2010,TOUCAN PRINTING & PROMO PROD,"220 I STREET NE, SUITE 200   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
