PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO246222,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$28099.00,01/02/2008,GPS NORTH AMERICA,40 STEEPLECHASE DRIVE  ; HOLLAN  ; PA  ; 18966,HOLLAN  ,PA
PO246427,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"SPECIALTY ITEMS FOR SHOWS AND ENTERTAINMENT (PERCHES, HOODS, HOOPS, ETC.) 91",$7040.00,01/04/2008,"SMARTHINKING, INC","1900 L STREET, NW                                  SUITE # 301  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO246461,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TEXTBOOKS: 9TH THRU 12TH GRADE (INCLUDES STUDENT AND TEACHER EDITIONS) 87,$5357.23,01/04/2008,CENGAGE LEARNING,5191 NATORP BLVD  ; MASON  ; OH  ; 45040,MASON  ,OH
PO246397,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL MEDICAL SERVICES (INCLUDING PHYSICIANS AND ALL SPECIALTIES) 74,$175000.00,01/04/2008,VANDERBILT MEDICAL GROUP,DEPT. A T 40379  ; ATLANTA  ; GA  ; 31192-0379,ATLANTA  ,GA
PO246418,DEPARTMENT OF EMPLOYMENT SERVICES,"MISCELLANEOUS SERVICES, NO. 2 00",$32000.00,01/04/2008,INCLUSION RESEARCH INSTITUTE,"1010 WISCONSIN AVE., NW                            SUITE 340  ; WASHINGTON  ; DC  ; 20007-3680",WASHINGTON  ,DC
PO246419,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"VOLTAGE LINE THERMOSTATS, INVERTERS, CONVERTERS, SPIKE AND SURGE CONTROLLERS 90",$3000.00,01/04/2008,SILVACO INTERNATIONAL,4701 PATRICK HENRY DRIVE                           BLDG. #2  ; SANTA CLARA  ; CA  ; 95054,SANTA CLARA  ,CA
PO240777-V2,DEPARTMENT ON DISABILITY SERVICES,HUMAN SERVICES 00,$198221.93,01/04/2008,"CARECO, INC","8555 16TH ST., #240  ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO245277-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,AUDIO VISUAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 11,$10173.75,01/04/2008,PROJECTION VIDEO SERV. INC.,5803 ROLLING ROAD SUITE 207  ; SPRINGFIELD  ; VA  ; 22152,SPRINGFIELD  ,VA
PO245641-V2,DEPARTMENT OF EMPLOYMENT SERVICES,TRANSCRIPTION SERVICES: LEGAL AND MEDICAL 72,$138000.00,01/04/2008,J & J REPORTING DBA BETA REPOR,"1725 I STREET, NW SUITE 30  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO246426,UNIVERSITY OF THE DISTRICT OF COLUMBIA,SNOW AND ICE REMOVAL SERVICES 72,$25000.00,01/04/2008,O M CONTRACTORS,9206 WILLOW LANE  ; ADELPHI  ; MD  ; 20783,ADELPHI  ,MD
PO246477,DEPARTMENT OF MENTAL HEALTH,LOCKSMITH SERVICES 48,$9000.00,01/04/2008,"BUSINESS SECURITY GROUP, LLC",D/B/A ACME SAFE & LOCK                             12006 MARLEIGH DRIVE  ; BOWIE  ; MD  ; 20720,BOWIE  ,MD
PO246452,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,EMERGENCY SHELTER 37,$30000.00,01/04/2008,CORPORATE LODGING CONSULTANTS,"8110 EAST 32ND STREET, NORTH                       SUITE 200  ; WICHITA  ; KS  ; 67226-2614",WICHITA  ,KS
PO246409,STATE SUPERINTENDENT OF EDUCATION (OSSE),PRINTING AND RELATED SERVICES 00,$16128.83,01/04/2008,TYLER BUISNESS SERVICES INC.,2121 WISCONSIN AVENUE NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO239542-V4,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$21254.99,01/07/2008,SOPHISTICATED TECHNOLOGIES,"4014 GEORGIA AVENUE, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO246615,BOARD OF ELECTIONS & ETHICS,"OFFICE SUPPLIES, GENERAL 00",$35969.00,01/07/2008,GATEKEEPERS INTERNET MARKETING,1654 - 33RD ST. NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO246498,LOTTERY & CHARITABLE GAMES CONTROL BOARD,"SHREDDERS, PAPER 82",$4000.00,01/07/2008,"2PI SOLUTIONS, INC.","2PI SHREDDING & RECYCLING SVCS                     5335 WISCONSIN AVE., SUITE 440  ; WASHINGTON  ; DC  ; 20015",WASHINGTON  ,DC
PO246517,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",$8066.40,01/07/2008,"AMSCO SCHOOL PUBLICATIONS, INC",1650 BLUEGRASS LAKES PARKWAY  ; APHARETTA  ; GA  ; 30004,APHARETTA  ,GA
PO246576,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,SOL & SOUL,916 G STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO238470-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"WATER, POTABLE (SEE 390-91 FOR BOTTLED WATER) 95",$320000.00,01/07/2008,TAC TRANSPORT LLC,"900 SECOND STREET,  NE                             SUITE 117  ; WASHINGTON  ; DC  ; 20002-0001",WASHINGTON  ,DC
PO246577,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,SUSAN M. LYNSKEY,"1650 HARVARD STREET NW, #711  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO246542,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CARTS, COMPUTER 23",$4059.46,01/07/2008,DEMCO INC,4810 FOREST RUN ROAD  ; MADISON  ; WI  ; 53704,MADISON  ,WI
PO246547,OFFICE OF CHIEF TECHNOLOGY OFFICER,"VOLTAGE LINE THERMOSTATS, INVERTERS, CONVERTERS, SPIKE AND SURGE CONTROLLERS 90",$49020.00,01/07/2008,NETWORKING FOR FUTURE INC,"1023 15TH STREET, NW SUITE 500  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO246503,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CHILLERS, HEAT EXCHANGERS AND RECEIVERS 13",$14400.00,01/07/2008,CENTURY GENERAL CONTRACTORS,1017 BRENTWOOD ROAD NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO232187-V2,DISABILITY COMPENSATION FUND,"CONSTRUCTION, STREET (MAJOR AND RESIDENTIAL)(INCLUDES RECONSTRUCTION) 50",$9000.00,01/07/2008,LEGION DESIGN/CAMPBELL & ASSOC,2125 1ST STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO246496,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$48000.00,01/07/2008,"WHITMAN WALKER CLINIC, INC.","%D.BLANCHON,CHIEF EX.OFCR                          1407 S STREET NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO245665,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$471002.00,01/07/2008,NORTHERN VIRGINIA REGIONAL COM,3060 WILLIAMS DRIVE                                SUITE 510  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO246512,DEPARTMENT OF HEALTH,"OFFICE SUPPLIES, GENERAL 00",$4825.28,01/07/2008,BRANCH SUPPLY INCORPORATION,1050 17TH STREET NW SUITE 1000  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO246548,OFFICE OF MUNICIPAL PLANNING,HISTORICAL STUDIES AND SERVICES 30,$7937.50,01/07/2008,JEWISH HISTORICAL SOCIETY OF G,600 I STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO246575,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$10000.00,01/07/2008,SOL & SOUL,916 G STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO246535,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$27959.00,01/07/2008,LONG FENCE COMPANY INC,8545 EDGEWORTH DRIVE   ; CAPITOL HEIGHTS  ; MD  ; 20743-,CAPITOL HEIGHTS  ,MD
PO246532,DEPARTMENT OF PUBLIC WORKS,"GARBAGE/TRASH REMOVAL, DISPOSAL AND/OR TREATMENT 27",$84000.00,01/07/2008,TAC TRANSPORT LLC,"80 R STREET, SW   ; WASHINGTON  ; DC  ; 20024-0001",WASHINGTON  ,DC
PO246614,SERVE DC,"DISPLAY, EXHIBIT, AND PROMOTIONAL MATERIALS 30",$11560.00,01/07/2008,PEMBROKE WEST ASSOCIATES INC,4435 WISCONSIN AVE NW                              SUITE LL-15  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO246510,DEPARTMENT OF PARKS AND RECREATION,ALARM SERVICES 05,$15000.00,01/07/2008,MARYLAND FIRE EQPMNT CORPORATI,12284 WILKINS AVENUE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO246530,DEPARTMENT OF TRANSPORTATION,"ENGINEER SERVICES, PROFESSIONAL 33",$72767.38,01/07/2008,DELON HAMPTON & ASSOCIATES CHA,"900 SEVENTH STREET, N.W.                           SUITE 800  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO245899,OFFICE OF LATINO AFFAIRS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$50000.00,01/07/2008,ANDROMEDA TRANSCULTURAL,"1400 DECATUR STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO246540,DEPARTMENT OF MENTAL HEALTH,PLUMBING 68,$11600.00,01/07/2008,FRY PLUMBING & HEATING,327 L STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO246501,BOARD OF ELECTIONS & ETHICS,FURNITURE 46,$7764.07,01/07/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO246559,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,CITY DANCE ENSEMBLE INC,"1111 16TH STREET NW, SUITE 300  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO246566,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO237449-V2,DEPARTMENT OF HUMAN SERVICES,HUMAN SERVICES 00,$115000.00,01/07/2008,"LITTLE HANDS & LITTLE FEET,INC","4215 13TH PLACE, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO246558,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,EDMUND R. BAKER,"1831 WYOMING AVENUE, #3  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO246570,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$95000.00,01/07/2008,NATIONAL TRUST FOR HISTORIC,1785 MASSACHUSETTS AVENUE NW  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO246544,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3800.00,01/07/2008,"ANCHOR RENAISSANCE INSTITIUTE,",5730 GENERAL WASHINGTON DRIVE   ; ALEXANDRIA  ; VA  ; 22312-,ALEXANDRIA  ,VA
PO246492,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,DEMOLITION SERVICES 40,$50000.00,01/07/2008,HARD LIGHT CONSULTING GROUP,"2119 FIRST STREET, N.W.  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO246626,DEPT. OF HOUSING AND COMM. DEVELOPMENT,LOAN ADMINISTRATION 60,$90000.00,01/07/2008,WASHINGTON AREA COMMUNITY,WASHINGTON AREA COMM. INVES FD 3624 12TH STREET NE  ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO246546,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3750.00,01/07/2008,TONI THOMAS ASSOCIATES INC,1920 MLK JR AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO246627,DEPT. OF HOUSING AND COMM. DEVELOPMENT,LOAN ADMINISTRATION 60,$138000.00,01/07/2008,WASHINGTON AREA COMMUNITY,WASHINGTON AREA COMM. INVES FD 3624 12TH STREET NE  ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO246625,DEPT. OF HOUSING AND COMM. DEVELOPMENT,LOAN ADMINISTRATION 60,$90000.00,01/07/2008,WASHINGTON AREA COMMUNITY,WASHINGTON AREA COMM. INVES FD 3624 12TH STREET NE  ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO246538,DEPARTMENT OF MENTAL HEALTH,"ENGINEERING SUPPLIES, MISCELLANEOUS 42",$5000.00,01/07/2008,GALLIHER & HUGUELY ASSO. INC,"5925 BLAIR ROAD, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO245490,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"LOCKS, KEY BLANKS, AND LOCKSMITH TOOLS  (INCLUDING TIME LOCKS) 55",$3438.60,01/07/2008,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO246598,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/07/2008,PRISONS FOUNDATION,1718 M STREET NW                                   #151  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO246565,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,JOY E JONES,"1031 MICHIGAN AVE,NE.                              #205  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO246600,UNIVERSITY OF THE DISTRICT OF COLUMBIA,"LIBRARY MACHINES AND SUPPLIES, MAINTENANCE AND REPAIR 48",$5133.00,01/07/2008,DIGITAL ACCESS CONTROL INC,14325 WILLARD RD.                                  SUITE 101  ; CHANTILLY  ; VA  ; 20151,CHANTILLY  ,VA
PO246585,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/07/2008,YOUNG PLAYWRIGHTS THEATRE,2437 15TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO246556,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,THELONIOUS MONK INSTITUTE,"SUITE 605                                          5225 WISCONSIN AVENUE, NW  ; WASHINGTON  ; DC  ; 20015",WASHINGTON  ,DC
PO246584,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/07/2008,YOUNG PLAYWRIGHTS THEATRE,2437 15TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO246563,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,THE KENNEDY CENTER,"2700 F STREET, NW  ; WASHINGTON  ; DC  ; 20566-0001",WASHINGTON  ,DC
PO246560,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,JANE JERARDI,3350 18TH STREET NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO246564,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$15000.00,01/07/2008,THE KENNEDY CENTER,"2700 F STREET, NW  ; WASHINGTON  ; DC  ; 20566-0001",WASHINGTON  ,DC
PO246597,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,RANDALL PACKER,"2332 HUIDEKOPER PLACE, NW  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO246617,EQUIPMENT LEASE - CAPITAL,"INSTALLATION OF COMPUTERS, PERIPHERALS, AND RELATED EQUIPMENT (INCLUDING SOFTWARE) 31",$97128.00,01/07/2008,COMPUTER LITERACY WORLD INC,1300 MERCANTILE LANE                               SUITE 128  ; LANDOVER  ; MD  ; 20774,LANDOVER  ,MD
PO226433-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSTRUCTION MANAGEMENT SERVICES 26,$554123.01,01/07/2008,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO245943,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$48457.00,01/07/2008,THE WOMEN'S COLLECTIVE,1436 U ST NW                                       SUITE 200  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO246529,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$273063.30,01/07/2008,"CH2M HILL, D.C., P.C.",9191 SOUTH JAMILA ST.  ; ENGLEWOOD  ; CO  ; 80112,ENGLEWOOD  ,CO
PO246508,FIRE AND EMERGENCY MEDICAL SERVICES,WIRING AND OTHER ELECTRICAL MAINTENANCE AND REPAIR SERVICES 82,$11730.00,01/07/2008,J.E.S. ELECTRIC SERVICE INC.,2106 32ND STREET S.E  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO246568,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,WASHINGTON NATIONAL OPERA,2600 VIRGINIA AVE NW                               SUITE 104  ; WASHINGTON  ; DC  ; 20037,WASHINGTON  ,DC
PO246569,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/07/2008,WASHINGTON NATIONAL OPERA,2600 VIRGINIA AVE NW                               SUITE 104  ; WASHINGTON  ; DC  ; 20037,WASHINGTON  ,DC
PO246567,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$20000.00,01/07/2008,FRIENDS OF FILLMORE ART CENTER,1819 35TH STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO246561,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$25000.00,01/07/2008,THE NATIONAL MUSEUM OF WOMEN,"IN THE ARTS                                        1250 NEW YORK AVE,NW  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO246487,DEPARTMENT OF TRANSPORTATION,PRINTING AND RELATED SERVICES 00,$8897.95,01/07/2008,STANDARD REGISTER COMPANY,2100 RESTON PARKWAY                                #370  ; RESTON  ; VA  ; 20191,RESTON  ,VA
PO242005,DEPARTMENT OF HEALTH,"MISCELLANEOUS SERVICES, NO. 1 00",$110000.00,01/07/2008,METRO TEEN AIDS,651 PENNSYLVANIA AVENUE SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO245771-V2,DEPARTMENT OF MENTAL HEALTH,"ELECTRICAL (ALTERNATOR/GENERATOR, BATTERY, IGNITION SYSTEM, LIGHTS, ETC.) MAINTENANCE AND REPAIR 38",$8475.00,01/07/2008,DICKERSON CONTRACTING,1964 POPLAR RIDGE ROAD  ; PASADENA  ; MD  ; 21122,PASADENA  ,MD
PO246491,DEPARTMENT OF REAL ESTATE SERVICES,ELECTRICAL SUPPLIES 37,$10000.00,01/07/2008,IDEAL ELECTRIC SUPPLY,"2230 ADAMS PLACE, NE  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO246590,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/07/2008,SHAKESPEARE THEATRE,516 8TH ST. SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO246554,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/07/2008,NAOMI AYALA,2415 ONTARIO ROAD NW APT.201  ; WASHINGTON  ; DC  ; 20009-2715,WASHINGTON  ,DC
PO246591,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,SHAKESPEARE THEATRE,516 8TH ST. SE  ; WASHINGTON  ; DC  ; 20003,WASHINGTON  ,DC
PO246588,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$500000.00,01/07/2008,WOOLLY MAMMOTH THEATRE COMPANY,641 D STREET NW  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO246629,DEPARTMENT OF TRANSPORTATION,POSTAGE METERS 77,$10000.00,01/07/2008,US POSTAL SERVICE,STAMP STORE POSTAL SQUARE STA                      #2 MASS AVENUE NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO238530-V2,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL MEDICAL SERVICES (INCLUDING PHYSICIANS AND ALL SPECIALTIES) 74,$5960202.00,01/07/2008,PFC ASSOCIATES LLC,920 VARNUM STREET NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO246507,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,AUTOMOTIVE AND TRAILER MAINTENANCE ITEMS AND REPAIR/REPLACEMENT PARTS 00,$30000.00,01/07/2008,TONYS AUTO SERV./COMM SERV. OP,1112 FIRST STREET   ; ALEXANDRIA  ; VA  ; 22314-2314,ALEXANDRIA  ,VA
PO246504,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,IN-SERVICE TRAINING (FOR EMPLOYEES) 35,$5000.00,01/07/2008,CUISENAIRE COMPANY OF AMERICA,6642 EAGLE WAY  ; CHICAGO  ; IL  ; 60678-1066,CHICAGO  ,IL
PO246523,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$4140.00,01/07/2008,INTUIT INC,2202 N. WEST SHORE BOULEVARD                       SUITE 650  ; TAMPA  ; FL  ; 33607,TAMPA  ,FL
PO246531,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,INTELLIGENT TRANSPORTATION SYSTEMS EQUIPMENT MAINTENANCE AND REPAIR 49,$6849.00,01/07/2008,ACCESS411,"DBA MORRISON CONSULTING 52 GRUMBACHER ROAD,STE 1  ; YORK  ; PA  ; 17406-8407",YORK  ,PA
PO246490,FIRE AND EMERGENCY MEDICAL SERVICES,"EDUCATIONAL SERVICES, ALTERNATIVE 18",$10000.00,01/07/2008,SUBURBAN PROPANE L.P.,43890 AIRPORT VIEW DRIVE  ; HOLLYWOOD  ; MD  ; 20636,HOLLYWOOD  ,MD
PO246545,DEPARTMENT OF EMPLOYMENT SERVICES,"TRAINING AND INSTRUCTION (FOR CLIENTS, NOT STAFF) 90",$3503.50,01/07/2008,SPECTRUM BEAUTY ACADEMY,25 SOUTH QUAKER LANE SUITE 15  ; ALEXANDRIA  ; VA  ; 22314-2314,ALEXANDRIA  ,VA
PO246623,STATE SUPERINTENDENT OF EDUCATION (OSSE),BANKING SERVICES 25,$20000.00,01/07/2008,US BANK GOVERNMENT SERVICES,"4325 17TH AVE SW  ; FARGO,  ; ND  ; 58103","FARGO,  ",ND
PO246619,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED) 79,$16905.00,01/07/2008,DOCUMENT SYSTEMS INC,"333 HAWAII AVENUE, NE                              SUITE 200  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO246572,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$29911.00,01/07/2008,PHILLIPS COLLECTION,1600 21ST STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO246555,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/07/2008,PHILLIPS COLLECTION,1600 21ST STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO230447-V2,DISABILITY COMPENSATION FUND,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4712.40,01/07/2008,BANNER STAFFING LLC,1025 CONNECTICUT AVENUE NW                         SUITE 211  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO246621,DEPARTMENT OF PARKS AND RECREATION,"UNIFORMS, BLENDED FABRIC 85",$56064.00,01/07/2008,"MARLOW SPORTS, INC.",7613 PENN BELT DRIVE  ; FORESTVILLE  ; MD  ; 20747,FORESTVILLE  ,MD
PO246582,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$30000.00,01/07/2008,MASTER CHORALE OF WASHINGTON,1200 29TH STREET NW                                SUITE LL2  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO246583,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$18750.00,01/07/2008,MASTER CHORALE OF WASHINGTON,1200 29TH STREET NW                                SUITE LL2  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO246601,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$3767.00,01/07/2008,CAPITOL HILL PC,"112 KENTUCKY AVENUE.,SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO246513,OFFICE OF CHIEF FINANCIAL OFFICER,FORMS PRINTING (NOT CONTINUOUS) 36,$3375.00,01/07/2008,TOUCAN PRINTING & PROMO PROD,220 I STREET NE                                    SUITE 200  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
