PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS
PO352310,METROPOLITAN POLICE DEPARTMENT,ALCOHOL AND DRUG TESTING SERVICES 07,8044.87,01/05/2011,MEDICAL SUPPLY SYSTEMS INC,"3182 BLADENSBURG RD NE, WASHINGTON DC, 20018"
PO352326,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,4000,01/05/2011,WRIGHT EDUCATIONAL CONSULTANT,"4925 BROWN STATION ROAD, UPPER MARLBORO, MD, 20772"
PO352417,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,692000,01/05/2011,SPERO TECHNOLOGIES,"2300 M STREET NW STE 800, WASHINGTON, DC, 20037"
PO352371,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT 89,20000,01/05/2011,"HI-TECH SOLUTION, INC.","1300 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20004"
PO352337,MUNICIPAL FACILITIES: NON-CAPITAL,GUARD AND SECURITY SERVICES 46,8672.95,01/05/2011,LAWMEN SUPPLY COMPANY,"5521 WHITE HORSE PIKE, EGG HARBOR CITY, NJ, 08215"
PO352312,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"ARBITRATION, MEDIATION, AND ALTERNATIVE DISPUTE RESOLUTION SERVICES 05",4000,01/05/2011,PAUL GREENBERG,"430 M STREET, S.W. STE. 701, WASHINGTON, DC, 20024"
PO352370,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,45464.88,01/05/2011,IRON MOUNTAIN,"1000 CAMPUS DRIVE, COLLEGEVILLE, PA, 19426"
PO352357,DEPARTMENT OF MOTOR VEHICLES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,742423,01/05/2011,ACS STATE AND LOCAL SOLUTIONS,"100 HANCOCK STREET, QUINCY, MA, 02171"
PO352421,EQUIPMENT LEASE - CAPITAL,"VEHICLES, INCLUDING AUTOMOBILES, TRUCKS, TRAILERS, VANS, MOTOR HOMES, MOTORCYCLES AND SCOOTERS, ETC. (SEE 998-20 FOR BUSES) 94",115163.2,01/05/2011,SEGWAY INC.,"14 TECHNOLOGY DRIVE, BEDFORD, NH, 03110"
PO351395-V2,DEPARTMENT OF PUBLIC WORKS,INDUSTRIAL EQUIPMENT RENTAL OR LEASE 40,16065,01/05/2011,ACME AUTO LEASING LLC,"440 WASHINGTON AVENUE, NORTH HAVEN, CT, 06473"
PO352443,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,14500,01/05/2011,JOSHUA LAMB,"3318 19TH STREET NW, WASHINGTON, DC, 20010"
PO352533,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,INTERNET DATABASE SUBSCRIPTIONS 35,3099.96,01/06/2011,EBSCO PUBLISHING,"10 ESTES STREETP.O. BOX 682, IPSWICH, MA, 01938"
PO351033-V2,OFFICE OF CHIEF FINANCIAL OFFICER,PAPER AND FILM SHREDDERS 71,50000,01/06/2011,IRON MOUNTAIN,"1000 CAMPUS DRIVE, COLLEGEVILLE, PA, 19426"
PO352545,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,74240.07,01/06/2011,SEPTIMA CLARK PCS,"2501 MLK JR AVE SE, WASHINGTON, DC, 20020"
PO352513,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,503890,01/06/2011,ORACLE CORPORATION,"500 ORACLE PARKWAY, REDWOOD SHORES, CA, 94065"
PO334412-V4,DEPARTMENT OF MENTAL HEALTH,"TWO-WAY RADIO, PORTABLE, INCLUDING VEHICLE RADIO RELAY SYSTEMS 74",23451,01/06/2011,WORLD COMMUNICATION CENTER INC,"1347 NO ALMA SCHOOL RD, CHANDLER, AR, 85224"
PO346353-V2,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,124846,01/06/2011,BARNEY NEIGHBORHOOD HOUSE,"5656 A THIRD STREET NE, WASHINGTON, DC, 20011"
PO346351-V2,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,157335,01/06/2011,BARNEY NEIGHBORHOOD HOUSE,"5656 A THIRD STREET NE, WASHINGTON, DC, 20011"
PO352467,DISTRICT DEPARTMENT OF THE ENVIRONMENT,COMPUTER SOFTWARE CONSULTING 29,53456,01/06/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO352507,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,350000,01/06/2011,"SOIL AND LAND USE TECHNOLOGY,","1818 NEW YORK AVE STE 107, WASHINGTON, DC, 20002"
PO352482,FIRE AND EMERGENCY MEDICAL SERVICES,"SHOES AND BOOTS, WORK, MEN'S 86",98925.12,01/06/2011,MARYLAND FIRE EQPMNT CORPORATI,"12284 WILKINS AVENUE, ROCKVILLE, MD, 20852"
PO352481,OFFICE OF JUSTICE GRANTS ADMINISTRATION,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,400000,01/06/2011,P.C.S. FOR STUDENT SUPPO.SRVS.,"1003 K. ST. NW.SUITE 405, WASHINGTON, DC, 20001"
PO342795-V2,DEPARTMENT OF MENTAL HEALTH,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,3623.5,01/06/2011,FRANK PARSON PAPER COMPANY,"1300 MERCEDES DRIVE, HANOVER, MD, 210763140"
PO352523,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,314690,01/06/2011,MARTINEZ & JOHNSON ARCHITECTUR,"1412 EYE STREET NW, WASHINGTON, DC, 20005"
PO352528,DEPARTMENT OF MENTAL HEALTH,MEDICAL AND LABORATORY SERVICES (NON-PHYSICIAN) 55,69102.46,01/06/2011,SYSTEMS ASSESSMENT RESEARCH,"5100 FORBES BLVD SUITE 100, LANHAM, MD, 20706"
PO352544,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,237541.82,01/06/2011,SEED FOUNDATION,"4300 C STREET  NE, WASHINGTON, DC, 20019"
PO352470,STATE SUPERINTENDENT OF EDUCATION (OSSE),"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",4920,01/06/2011,GIST FAMILY CATERING,"10010 WOODEN BRIDGE LN, CLINTON, MD, 20735"
PO352567,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,800000,01/06/2011,HESS CONSTRUCTION CO. INC.,"804 WEST DIAMOND AVENUE, GAITHERSBURG, MD, 20878"
PO352484,DEPART OF YOUTH REHABILITATION SERVICES,"TANK INSTALLATION, REMOVAL, DISPOSAL, AND RELATED SERVICES (INCLUDING SEPTIC AND  UNDERGROUND TYPE) 78",14625,01/06/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE NE, WASHINGTON, DC, 20002"
PO352526,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION CONSULTING 31,276500,01/06/2011,"FLIPPO CONSTRUCTION CO., INC.","3820 PENN BELT PLACE, FORESTVILLE, MD, 20747"
PO352543,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,113765.24,01/06/2011,WVSA SCHOOL FOR ARTS,"1100 16TH ST NW, WASHINGTON, DC, 20036"
PO352546,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATIONAL RESEARCH SERVICES 19,42439.09,01/06/2011,WVSA SCHOOL FOR ARTS,"1100 16TH ST NW, WASHINGTON, DC, 20036"
PO343660-V2,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",189216,01/06/2011,THE COMMUNITY PARTNERSHIP\HOME,"801 PENNSYLVANIA AVE SE, WASHINGTON, DC, 20003"
PO352515,DEPARTMENT OF MOTOR VEHICLES,DRIVER'S LICENSE SERVICES 32,3159.5,01/06/2011,"MVS, INC.","1401 14TH STREET NW, WASHINGTON, DC, 20005"
PO352483,DEPART OF YOUTH REHABILITATION SERVICES,VIDEO GAME MACHINES 88,3758.3,01/06/2011,"MVS, INC.","1401 14TH STREET NW, WASHINGTON, DC, 20005"
PO351053-V2,DEPARTMENT OF PUBLIC WORKS,"EQUIPMENT, HEAVY 36",272838,01/06/2011,MARYLAND INDUSTRIAL TRUCKS,"1330 WEST NURSERY ROAD, LINTHICUM, MD, 21090"
PO352540,DEPARTMENT OF MENTAL HEALTH,"HOSPITAL SERVICES, INPATIENT AND OUTPATIENT 46",149760,01/06/2011,WISCONSIN AVE PSYCHIATRIC CENT,"4228 WISCONSIN AVE. NW, WASHINGTON, DC, 20016"
PO342659-V3,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",50303.59,01/06/2011,PSYCHIATRIC INST OF WASH,"4460 MACARTHUR BLVD NW, WASHINGTON, DC, 20007"
PO352547,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,12000,01/06/2011,WR HARRIS GROUP,"1567 N. 21ST COURT, ARLINGTON, VA, 22209"
PO352539,DEPARTMENT OF PARKS AND RECREATION,"COTTER PINS, CLEVIS PINS, DOWEL PINS, SPRING PINS, TAPER PINS, AND WOODRUFF KEYS AND SNAPS 35",6000,01/06/2011,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE NE, WASHINGTON, DC, 20018"
PO352535,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SHIRTS, DRESS AND CASUAL 70",4758.6,01/06/2011,LIFE INFINITE LLC,"634 QUEBEC PLACE NW, WASHINGTON, DC, 20010"
PO352469,COMMISSION ON ARTS & HUMANITIES,"COPY MACHINES, BOND (PLAIN) PAPER TYPE INCLUDING PARTS AND ACCESSORIES 38",5801.04,01/06/2011,XEROX CORPORATION,"100 S. CLINTON AVENUE, ROCHESTER, NY, 14644"
PO352566,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,7750,01/06/2011,BEDD GROUP LLC,"1744 TAYLOR STREET NW, WASHINGTON, DC, 20011"
PO352472,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COVERS: BRIEF, MANUSCRIPT, PRESSBOARD, REPORT, ETC. 31",17500,01/06/2011,WILSON LANGUAGE TRAINING CORP.,"47 OLD WEBSTER ROAD, OXFORD, MA, 01540"
PO352536,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,108800,01/06/2011,AMERICAN READING COMPANY,"201 S. GULPH ROAD, KING OF PRUSSIA, PA, 19406"
PO352531,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,160870,01/06/2011,"DI DOMENICO & PARTNERS, LLP","3743 CRESCENT STREET 3RD FLOOR, LONG ISLAND CITY, NY, 11101"
PO352521,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,194980,01/06/2011,"DI DOMENICO & PARTNERS, LLP","3743 CRESCENT STREET 3RD FLOOR, LONG ISLAND CITY, NY, 11101"
PO352471,DEPARTMENT OF MOTOR VEHICLES,DECAL PRINTING 22,10000,01/06/2011,SECUREMARK DECAL CORP.,"6600 WEST ARMITAGE AVE., CHICAGO, IL, 60707"
PO352568,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,475000,01/06/2011,"INCAPSULATE, LLC","1934 OLD GALLOWS RD, VIENNA, VA, 22182"
PO352676,OFFICE OF VICTIM SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,12000,01/07/2011,INGA JAMES DBA/IJAY CONSULTING,"8407 GREENWOOD AVE, SUITE 2, TAKOMA PARK, MD, 20912"
PO352701,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,16166.56,01/07/2011,SHARP ELECTRONICS CORPORATION,"SHARP PLAZA BOX B, MAHWAH, NJ, 074302135"
PO352574,"DEPART OF INSURANCE,SECURITIES & BANKING","APPLICATIONS SOFTWARE FOR MICROCOMPUTER SYSTEMS: BUSINESS, MATHEMATICAL/STATISTICAL, MEDICAL, SCIENTIFIC, ETC. 07",72794,01/07/2011,"AC0 INFORMATION SERVICES, LLC","1509 GOVERNMENT STREET 4TH FL, MOBILE, AL, 36604"
PO352668,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",21906.8,01/07/2011,HAMPTON BROWN BOOKS,"1 LOWER RAGSDALE DR BLDG 1 STE 200, MONTEREY, CA, 93940"
PO352664,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,12619,01/07/2011,VISION SECURITY SOLUTION,"1818 NEW YORK AVE NE, WASHINGTON, DC, 20002"
PO352655,DEPARTMENT OF REAL ESTATE SERVICES,"ELECTRICAL EQUIPMENT (EXCEPT CABLE AND WIRES, AND LIGHTING FIXTURES) MAINTENANCE AND REPAIR 25",9738,01/07/2011,M C DEAN INC,"22461 SHAW ROAD, DULLES, VA, 20166"
PO352603,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SCHOOL EQUIPMENT AND SUPPLIES RENTAL OR LEASE 65,6998,01/07/2011,PREMIER OFFICE & MEDICAL SUPPL,"1020 49TH STREET NE, WASHINGTON, DC, 20019"
PO352677,DEPARTMENT OF PARKS AND RECREATION,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,4900,01/07/2011,DEBORAH MITCHELL PARKER,"4220 4TH STREET, NW, WASHINGTON, DC, 20011"
PO352070,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",4347.85,01/07/2011,APPLE COMPUTER INC,"1 INFINITE LOOP, CUPERTINO, CA, 95014"
PO351904-V2,METROPOLITAN POLICE DEPARTMENT,FIRST AID AND SAFETY EQUIPMENT (EXCEPT NUCLEAR AND WELDING) MAINTENANCE AND REPAIR 38,17695.65,01/07/2011,PHYSIO-CONTROL CORPORATION,"11811 WILLOWS ROAD NORTHEAST, REDMOND, WA, 98053"
PO352591,OFFICE OF TENANT ADVOCATE,"COMPUTERS, DATA PROCESSING EQUIPMENT AND ACCESSORIES (NOT WORD PROCESSING EQUIPMENT), MAINTENANCE AND REPAIR 21",8000,01/07/2011,MERIDIAN IMAGING SOLUTIONS,"5775 GENERAL WASHINGTON DRIVE, ALEXANDRIA, VA, 22312"
PO352578,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,3960,01/07/2011,JACKSON & ASSOCIATES INC,"6917 OLD PIMLICO ROAD, BALTIMORE, MD, 21209"
PO261215-V5,OFFICE OF CHIEF TECHNOLOGY OFFICER,"INSPECTION SERVICES, CONSTRUCTION TYPE 47",496675,01/07/2011,VERIZON,"13101 COLUMBIA PIKE, SILVER SPRING, MD, 20904"
PO352604,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",3120,01/07/2011,FLORIDA INSTITUTE TECHNOLOGY,"150 W UNIVERSITY BLVD., MELBOURNE, FL, 32901"
PO313937-V5,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,130114.59,01/07/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO342523-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,11690.28,01/07/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
PO352587,DEPARTMENT OF MENTAL HEALTH,BUSINESS CARDS PRINTED 07,4800,01/07/2011,RANSAR BUSINESS SERVICES INC,"930 KENNEDY ST NW, WASHINGTON, DC, 20011"
PO342860-V2,DEPARTMENT OF MENTAL HEALTH,COPY PAPER - SPECIALIZED HIGH SPEED (INCLUDED RECYCLED) 33,9288,01/07/2011,FRANK PARSON PAPER COMPANY,"1300 MERCEDES DRIVE, HANOVER, MD, 210763140"
PO347326-V2,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,38000,01/07/2011,PATRICIA M. LOVELADY,"17251 QUAIL CREEK CIR, HAMILTON, VA, 20158"
PO352577,METROPOLITAN POLICE DEPARTMENT,HORSES 70,5300,01/07/2011,H.C. SUMMERS INC,"4002 JEFFERSON PIKE, JEFFERSON, MD, 21755"
PO352670,DEPARTMENT OF CORRECTIONS,"BAGS AND LINERS, PLASTIC: GARBAGE CAN LINERS, JANITOR CART LINERS, LINEN HAMPER LINERS, LITTER BAGS, POLYETHYLENE BAGS, ETC. 24",2920,01/07/2011,MTW DISTRIBUTORS INC,"1235 KENILWORTH AVE NE, WASHINGTON, DC, 20019"
PO342685-V3,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,1507803.45,01/07/2011,ANCHOR MENTAL HEALTH ASSN. INC,"1001 LAWRENCE STREET  NE, WASHINGTON, DC, 20017"
PO352649,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION CONSULTING 31,284028.09,01/07/2011,"FLIPPO CONSTRUCTION CO., INC.","3820 PENN BELT PLACE, FORESTVILLE, MD, 20747"
PO352614,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",4466,01/07/2011,CAPITOL COLLEGE,"11301 SPRINGFIELD ROAD, LAUREL, MD, 20708"
PO352643,DEPARTMENT OF REAL ESTATE SERVICES,COMMUNICATIONS EQUIPMENT MANUFACTURING SERVICES 35,9182.18,01/07/2011,"MVS, INC.","1401 14TH STREET NW, WASHINGTON, DC, 20005"
PO352686,OFFICE OF CHIEF TECHNOLOGY OFFICER,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",13219.37,01/07/2011,"MVS, INC.","1401 14TH STREET NW, WASHINGTON, DC, 20005"
PO352611,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COURIER/DELIVERY SERVICES (INCLUDING AIR COURIER SERVICES) 24,3000,01/07/2011,CORPORATE EXPRESS EXEC COURIER,"115 WEBSTER ST NE, WASHINGTON, DC, 20011"
PO352651,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,120973.03,01/07/2011,PAUL JUNIOR HIGH PCS,"5800 8TH STREET NW, WASHINGTON, DC, 20011"
PO352672,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,2000000,01/07/2011,HNTB DISTRICT OF COLUMBIA PC,"300 M STREET SE, WASHINGTON, DC, 20003"
PO352654,DEPARTMENT OF MENTAL HEALTH,MEMBERSHIP DUES 48,15000,01/07/2011,DC HOSPITAL ASSOCIATION,"1250 EYE STREET., NW   SUITE 700, WASHINGTON, DC, 20005"
PO352653,DEPARTMENT OF MENTAL HEALTH,MEMBERSHIP DUES 48,20560,01/07/2011,DC HOSPITAL ASSOCIATION,"1250 EYE STREET., NW   SUITE 700, WASHINGTON, DC, 20005"
PO352581,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,53112.94,01/07/2011,ENVIRONMENTAL DESIGN &,"1104 GOOD HOPE ROAD S.E., WASHINGTON, DC, 20032"
PO352652,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,111679.16,01/07/2011,MAYA ANGELOU PCS,"1851 9TH STREET NW, WASHINGTON, DC, 20001"
PO346350-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,139929,01/07/2011,THE DOWNTOWN CLUSTER'S,"900 MASS AVE., NW, WASHINGTON, DC, 20001"
PO352588,HOMELAND SECURITY GRANTS,FIRE AND POLICE EQUIPMENT (NOT OTHERWISE CLASSIFIED) 42,14368,01/07/2011,THE PITTMAN GROUP INC,"1875 I STREET NW, WASHINGTON, DC, 20006"
PO352669,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,2965,01/07/2011,STUDY ISLAND,"3400 CARLISLE ST, DALLAS, TX, 75204"
PO352688,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,21623,01/07/2011,"DISCOVERY EDUCATION, INC.","DISCOVERY EDUCATION INCONE DISCOVERY PLACE, SILVER SPRING, MD, 20910"
PO352625,D.C. SENTENCING & CRIM. CODE REV. COMM.,APPLICATIONS SOFTWARE (FOR MINICOMPUTER SYSTEMS) 14,27000,01/07/2011,CROSS CURRENT CORP.,"100 UNION SQUARE DR, NEW HOPE, PA, 18938"
PO350965-V2,DEPARTMENT OF MENTAL HEALTH,"SPECIAL CONSTRUCTION: OBSERVATORY, SECURITY, SPECIAL ROOMS, ETC. 77",41274,01/07/2011,SCHNEIDER ELECTRIC BUILDINGS,"8989 HERRMANN DRIVE SUITE 300, COLUMBIA, MD, 21045"
PO352608,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",4840,01/07/2011,LONG VIEW ASSOCIATES LLC,"607 RALEIGH PLACE SE, WASHINGTON, DC, 20032"
PO346166-V2,DEPARTMENT OF CORRECTIONS,"UNIFORMS, SYNTHETIC FABRIC 87",230729.8,01/07/2011,MORGANS INC,"900 RHODE ISLAND AVENUE NE, WASHINGTON, DC, 20018"
PO352690,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,980995.79,01/07/2011,AFRICAN HERITAGE DANCERS &,"1320B GOOD HOPE RD SE, WASHINGTON, DC, 20020"
PO352650,DEPARTMENT OF PARKS AND RECREATION,ELECTRICAL SUPPLIES 37,5000,01/07/2011,DOMINION ELECTRIC SUPPLY CO. O,"22 K ST NE, WASHINGTON, DC, 20002"
PO352618,DEPARTMENT OF TRANSPORTATION,SOFTWARE MAINTENANCE/SUPPORT 45,43069.67,01/07/2011,XEROX CORPORATION,"100 S. CLINTON AVENUE, ROCHESTER, NY, 14644"
PO352698,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, DIRECTORIES, MAGAZINES, PAMPHLETS, PUBLICATIONS, REPRINTS, ETC. 10",2799.54,01/07/2011,"SCHOLASTIC, INC.","557 BROADWAY, NEW YORK, NY, 10012"
PO352600,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",5490,01/07/2011,GRADUATE SCHOOL USDA,"DEPARTMENT 3044, WASHINGTON, DC, 20061"
PO352659,OFFICE OF EMPLOYEE APPEALS,"PRINTERS AND PLOTTERS, COMPUTER (ALL TYPES), RENTAL OR LEASE 60",3850.68,01/07/2011,GENERAL ELECTRIC CAPITAL CORP,"9510 W 67TH STREET, SHAWNEE MISSION, KS, 66203"
PO352661,MUNICIPAL FACILITIES: NON-CAPITAL,GUARD AND SECURITY SERVICES 46,4795.25,01/07/2011,RAPISCAN SYSTEMS,"12525 CHADRON AVE., HAWTHORNE, CA, 90250"
PO351052-V2,DEPARTMENT OF PUBLIC WORKS,"EQUIPMENT, HEAVY 36",270000,01/07/2011,LINDSAY FORD LLC,"11250 VEIRS MILL ROAD, WHEATON, MD, 20902"
PO352642,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,4000,01/07/2011,CATHY G. CROCKER,"7007 VIEW PARK DRIVE, BURKE, VA, 22015"
PO352612,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",3250,01/07/2011,AMERICAN PUBLIC UNIVERSITY SYS,"111 WEST CONGRESS STREET, CHARLES TOWN, WV, 25414"
PO352606,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,9120,01/07/2011,ANA MARIA RAMOS-KOHN,"4625 49TH STREET NW, WASHINGTON, DC, 20016"
PO352607,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",3258,01/07/2011,ASHFORD UNIVERSITY LLC,"13880 STOWE DRIVE  SUITE C, POWAY, CA, 92064"
PO352599,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADVERTISING/PUBLIC RELATIONS 03,2995,01/07/2011,CAREER PUBLISHING GROUP INC,"6110 CEDARCREST RD NW STE 350244, ACWORTH, GA, 30101"
PO352718,OFFICE OF THE CHIEF MEDICAL EXAMINER,"LABORATORY EQUIPMENT AND ACCESSORIES, MAINTENANCE AND REPAIR: FOR GENERAL AND ANALYTICAL RESEARCH USE, NUCLEAR, OPTICAL, PHYSICAL 62",3600,01/08/2011,NOVA BIOMEDICAL CORPORATION,"200 PROSPECT ST., WALTHAM, MA, 02454"
PO352799,DEPARTMENT OF HEALTH,"CHEMICAL TESTING SERVICES (FOR LABORATORY TESTING, SEE 962-22) 31",5640,01/10/2011,ORGANIC STANDARD SOLUTIONS INT,"2030 SAVAGE ROAD, CHARLESTON, SC, 29407"
PO347523-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,17008,01/10/2011,AMERICAN EXPRESS COMPANY,"2975 W CORPORATE LAKES BLVD, WESTON, FL, 33331"
PO352850,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,7182.4,01/10/2011,ADVANCED LEARNING CENTERS,"317 INVERNESS WAY SO STE 150, ENGLEWOOD, CO, 80112"
PO344048-V2,CHILD AND FAMILY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,20000,01/10/2011,SARA MACK,"8750 GEORGIA AVE, APT. 229A, SILVER SPRING, MD, 20910"
PO352720,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,186216.8,01/10/2011,TREE OF LIFE COMMUNITY PCS,"2315 18TH PLACE NE, WASHINGTON, DC, 20018"
PO352792,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,49827.65,01/10/2011,TREE OF LIFE COMMUNITY PCS,"2315 18TH PLACE NE, WASHINGTON, DC, 20018"
PO352798,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,10273.59,01/10/2011,LATIN AMERICAN MONTESSORI,"1375 MISSOURI AVENUE, NW, WASHINGTON, DC, 200111807"
PO306533-V7,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,185301.95,01/10/2011,"OST, INC.","1155 15TH STREET NW, WASHINGTON, DC, 20005"
